judge_task,sample_idx,video_id,condition,claim_text,generated_text,llm_support_source,llm_is_supported,llm_reason,llm_raw,human_label,human_notes,llm_is_aligned,llm_has_conflict,llm_alignment_strength,top1_reference_text,llm_is_metadata_supported,llm_unsupported_aspects
metadata_consistency,309,zb0QgGrsKgE,,It has a chillout vibe that could be a fitting choice for your video.,"Allow me to recommend 'Money' by Money. It's a track from the album 'Money' by Money. The song combines elements of hip-hop, electronic, and soul, with a female vocalist. It has a chillout vibe that could be a fitting choice for your video.",,,"The candidate track metadata/reference explicitly mentions 'alternative' and 'indie vibe', which aligns with the claim's description of a 'chillout vibe'.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference explicitly mentions 'alternative' and 'indie vibe', which aligns with the claim's description of a 'chillout vibe'.""
}",,,,,,"Allow me to recommend 'Whatever Doesn't Kill You Simply Makes You Stranger'. It's a track by Smash Moody from the album of the same name. The song combines hip-hop, rock, and electronic elements, creating a unique blend of genres. It has an alternative and indie vibe with elements of electronic beats and strong vocals.",1,
metadata_consistency,717,RHs7VJAZbEM,,"This song combines elements of hip-hop, R&B, and electronic music with soulful vocals.","I suggest checking out 'I Don't Deserve You' by Lloyd Banks feat;. It's a track from Saint's album 'I Don't Deserve You'. This song combines elements of hip-hop, R&B, and electronic music with soulful vocals. It could be a fitting choice for your video.",,,"The claim is supported by the metadata, which mentions hip-hop, R&B, and soul elements, matching the claim's description.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata, which mentions hip-hop, R&B, and soul elements, matching the claim's description.""
}",,,,,,"Certainly! I recommend 'I Don't Deserve You' by Lloyd Banks feat. Jeremih. It's a hip-hop track with soulful vocals by Jeremih. The song is from Lloyd Banks' album 'H.F.M. 2' and it combines elements of hip-hop, R&B, and soul. This track could be a fitting choice for your video as it incorporates the elements you're looking for.",1,
metadata_consistency,1364,NIJp5pcEVlY,,"It's part of the album 'Insurgentes' and offers a blend of Hip-Hop, soul, R&B, and pop genres.","In that case, I would recommend 'Insurgentes' by Crack Family ft; 213. This track has a soulful and chilled-out vibe, perfect for creating a relaxed atmosphere in your video. It's part of the album 'Insurgentes' and offers a blend of Hip-Hop, soul, R&B, and pop genres.",,,"The claim is supported by the metadata/reference text, which mentions 'Insurgentes' and similar genres.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata/reference text, which mentions 'Insurgentes' and similar genres.""
}",,,,,,"In that case, I would recommend 'Insurgentes' by Crack Family ft. Engendros Del Pantano. This track combines elements of Hip-Hop, soul, R&B, chillout, and pop, giving it a soulful and relaxed feel. It's part of the album 'La Familia, Cap. 1'.",1,
metadata_consistency,1545,4iR772WszA4,,"It combines elements of rnb, dance, and electronic beats with a pop influence.","Allow me to recommend 'Soldado Callejero' by Ñengo Flow ft Nely El Arma Secreta. It's a track from their album 'Soldado Callejero'. It combines elements of rnb, dance, and electronic beats with a pop influence. It was released in 2013 and may contain the specific elements you're looking for.",,,"The claim is supported by the metadata, which explicitly mentions electronic beats and combines elements of hip-hop, electronic, dance, rnb, and pop.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata, which explicitly mentions electronic beats and combines elements of hip-hop, electronic, dance, rnb, and pop.""
}",,,,,,"Allow me to recommend 'Soldado Callejero' by Ñengo Flow ft Nely El Arma Secreta. It's a track from Ñengo Flow's album 'Soldado Callejero' and combines elements of hip-hop, electronic and dance with rnb and pop influences. The song features electronic beats and has a catchy and energetic vibe that could be a fitting choice for your video. It was produced by Dany DJ Canal and has a reggaeton influence as well.",1,
metadata_consistency,1792,zi8GfzxmaII,,"It's a track that combines hip-hop with rock, indie, and electronic elements.","Sure! How about 'Szczęście' by K.A.S.A.? It's a track that combines hip-hop with rock, indie, and electronic elements. Although I don't have much information about the specific album or artists, the song itself should provide the desired blend of genres for your video.",,,"The candidate track metadata/reference text mentions a combination of hip-hop, electronic, rock, pop, and indie elements, which supports the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference text mentions a combination of hip-hop, electronic, rock, pop, and indie elements, which supports the music-detail claim.""
}",,,,,,"I suggest considering the track '八空' from 高槻POSSE's 1st album '[I don't care]Trailer'. Although I don't have specific information about the track, based on the description you provided, it seems to have a combination of hip-hop, electronic, rock, pop, and indie elements. This could be a suitable choice to incorporate those genres into your video.",1,
metadata_consistency,2490,B4gTBmc4iCg,,"It's a track by Nucklez that combines elements of electronic, indie, and pop with a dance and beat-focused sound.","Allow me to recommend 'Nucklez - Bosso'. It's a track by Nucklez that combines elements of electronic, indie, and pop with a dance and beat-focused sound. It was released in 2012 and may contain the specific elements you're looking for.",,,"The candidate track metadata/reference does not mention indie as a genre, which is present in the generated explanation claim.","{
""is_metadata_supported"": false,
""unsupported_aspects"": [""indie""],
""reason"": ""The candidate track metadata/reference does not mention indie as a genre, which is present in the generated explanation claim.""
}",,,,,,"Sure! How about 'Bosso' by HHP? It's a track from their album 'Lekoko Entertainment'. It combines elements of Hip-Hop, electronic, and dance with a touch of rock and pop. This song may provide the specific style and vibe you're looking for.",0,indie
metadata_consistency,2045,CWHF6mSZFs4,,It has a fast-paced beat and synth elements that could add a dynamic and energetic touch to your video.,"13hor Velvet Sick's 'Give Me 5' is a track that combines hip-hop, electronic, dance, and R&B genres. It has a fast-paced beat and synth elements that could add a dynamic and energetic touch to your video.",,,"The candidate metadata/reference provides a general description of the track's genre mix, which supports the claim about the dynamic and energetic touch.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference provides a general description of the track's genre mix, which supports the claim about the dynamic and energetic touch.""
}",,,,,,"I suggest you consider 'Give Me 5' by Beretta 13hor Velvet Sick. It's a track with a mix of hip-hop, electronic, dance, R&B, and pop genres. Although I don't have much information about this specific track, it might be worth exploring for your video.",1,
metadata_consistency,3843,PO7CEdnDnVY,,"This song has a heavy and alternative rock sound, which aligns well with your preferences.","100% Certainly! I suggest you consider 'Psycho' by System Of A Down. It's a track from their album 'Psycho' and it falls under the genres of rock, metal, alternative, and hard rock. This song has a heavy and alternative rock sound, which aligns well with your preferences.",,,"The candidate track metadata/reference text explicitly mentions 'alternative rock' and 'rock', which aligns with the music-detail claim.","Here is the JSON response:

{
  ""is_metadata_supported"": true,
  ""unsupported_aspects"": [],
  ""reason"": ""The candidate track metadata/reference text explicitly mentions 'alternative rock' and 'rock', which aligns with the music-detail claim.""
}",,,,,,"Certainly! How about 'Psycho' by System Of A Down? Although I don't have much information about this track's album or artists, it is classified as alternative rock and punk, which aligns with your preferences. It falls under the rock genre and has a fast-paced and energetic sound, making it a suitable choice for your video.",1,
metadata_consistency,2991,iZpM0Weq5P0,,The song features male vocals and was released in 2014.,"Allow me to recommend 'N'Krê' by To Semedo. It's a track from his album 'N'Krê'. It combines elements of R&B, pop, and soul with electronic beats that could be a fitting choice for your video. The song features male vocals and was released in 2014.",,,"The candidate metadata/reference supports the claim about male vocals. The release year '2015' in the album title does not match the claimed release year '2014', but this is an unsupported aspect.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference supports the claim about male vocals. The release year '2015' in the album title does not match the claimed release year '2014', but this is an unsupported aspect.""
}",,,,,,"Allow me to recommend 'N´Krê' by To Semedo. It's a track from his 'LOUDER 2015' album. It combines elements of R&B, soul, and electronic music with a focus on male vocals. It may be a fitting choice for your video.",1,
metadata_consistency,4123,hjSKLM7xcqk,,It's a track from her album 'Tempo de Voltar'.,"Allow me to recommend 'Tempo de Voltar' by Arianne. It's a track from her album 'Tempo de Voltar'. The song combines elements of rock, pop, and alternative with female vocals. It has a guitar-focused sound and could be a fitting choice for your video.",,,The claim 'It's a track from her album Tempo de Voltar' is directly supported by the metadata/reference text.,"Here is the JSON response:

{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim 'It's a track from her album Tempo de Voltar' is directly supported by the metadata/reference text.""
}",,,,,,"Allow me to recommend 'Tempo de Voltar' by Arianne. It's a track from her album 'Tempo de Voltar'. The song combines elements of pop, rock, and alternative genres with Arianne's unique indie style and powerful female vocals. It can add a touch of individuality and depth to your video.",1,
metadata_consistency,3168,h4jyESSZwKs,,The song has a chillout vibe and features female vocals.,Sure! How about 'Heavy Water' by Les Twins? It's an electronic track with ambient and experimental influences. The song has a chillout vibe and features female vocals. It could add a unique and atmospheric touch to your video.,,,"The candidate metadata/reference does not mention 'chillout vibe' or 'female vocals', which are claimed to be present in the track.","{
""is_metadata_supported"": false,
""unsupported_aspects"": [""The song has a chillout vibe and features female vocals.""],
""reason"": ""The candidate metadata/reference does not mention 'chillout vibe' or 'female vocals', which are claimed to be present in the track.""
}",,,,,,"I suggest using 'Heavy Water' by Les Twins. It's an ambient and experimental electronic track that could bring a unique and atmospheric vibe to your video. The song has a slow tempo and synth-driven sound, which aligns well with the ambient and experimental genres.",0,The song has a chillout vibe and features female vocals.
metadata_consistency,1196,A356ur2w6xg,,It's a dance and pop song with electronic and house influences.,100% In Love - Pop Radio Mix by Tommy Vee is a track that perfectly fits your description. It's a dance and pop song with electronic and house influences. The energetic beats and catchy melodies make it a great choice for your video.,,,"The candidate track metadata/reference text explicitly mentions 'dance', 'electronic', and 'pop' genres, which align with the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference text explicitly mentions 'dance', 'electronic', and 'pop' genres, which align with the music-detail claim.""
}",,,,,,"In that case, I would recommend 'Tommy Vee - Lovely [Pop Radio Mix]' by Andrea T Mendoza. This track has a pop sound with a 90s vibe, perfect for your video. It's part of the album 'Lovely' and captures the essence of the 90s electronic and dance music scene.",1,
metadata_consistency,299,QfHTaVIZwNY,,"The song combines electronic, indie, and pop elements, which aligns well with Lucas e Renault's distinctive style.","100% Sure! I recommend 'Vou Te Contar' by Lucas e Renault. It's a track from their album 'Vou Te Contar'. The song combines electronic, indie, and pop elements, which aligns well with Lucas e Renault's distinctive style. It was released in 2014 and has a catchy and energetic vibe that could be a great fit for your video.",,,"The candidate metadata/reference text explicitly mentions electronic, pop, and indie elements, which aligns with the generated explanation claim.","Here is the JSON response:

{
  ""is_metadata_supported"": true,
  ""unsupported_aspects"": [],
  ""reason"": ""The candidate metadata/reference text explicitly mentions electronic, pop, and indie elements, which aligns with the generated explanation claim.""
}",,,,,,"Allow me to recommend 'Regresa A Mi'. It's a track from Tiki's debut album 'Discoteca'. It combines elements of electronic, pop, and indie with a synth-driven sound. It was released in 2013 and may contain the specific elements you're looking for in your video.",1,
metadata_consistency,3173,XS20_kaQraI,,"It combines elements of rock, indie, and alternative with female vocals.","Allow me to recommend 'crushcrushcrush' by Paramore. It's a track from their album 'crushcrushcrush'. It combines elements of rock, indie, and alternative with female vocals. It was recorded in 2011, which may contain the specific elements you want.",,,"The claim is supported by the metadata, which explicitly mentions elements of rock, indie, and alternative with female vocals.","Here is the JSON response:

{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata, which explicitly mentions elements of rock, indie, and alternative with female vocals.""
}",,,,,,"Allow me to recommend 'crushcrushcrush' by Paramore. It's a track covered by Luna Comet featuring Nathan Mendonça. Although I don't have much information about this specific cover, Paramore's original version is classified as rock, indie, and alternative with female vocals. It may have the specific elements you're looking for.",1,
metadata_consistency,2840,eHbjTVpW9iI,,"This track is part of the album 'She Drives Me Crazy' and offers a blend of hip-hop, R&B, electronic, pop, and soul.","100% Certainly! If you're looking for a hip-hop and R&B vibe, I would recommend 'She Drives Me Crazy' by Fargo featuring L. This track is part of the album 'She Drives Me Crazy' and offers a blend of hip-hop, R&B, electronic, pop, and soul. It has a catchy beat and smooth vocals that will add a great vibe to your video.",,,The candidate metadata/reference text matches the genres and influences mentioned in the claim.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference text matches the genres and influences mentioned in the claim.""
}",,,,,,"Certainly! How about 'She Drives Me Crazy' by Fargo featuring L.J? It's a hip-hop and R&B track with electronic, pop, and soul elements. Although I don't have much information about the track, it could be a fitting choice for your video, considering the genres and influences you mentioned.",1,
metadata_consistency,2063,ZOz25jPaxt0,,It was released in 2013 and has a powerful and energetic sound.,"100% Certainly! I recommend 'The Unseen' by Medeia. It's a track from their album 'The Unseen'. The song combines elements of metal, rock, heavy metal, and hard rock, which aligns well with the heavy and intense vibe you're looking for. It was released in 2013 and has a powerful and energetic sound.",,,"The candidate track metadata/reference text does not explicitly mention the release year, but it does describe the song's sound as 'powerful and intense', which supports the claim of a powerful and energetic sound.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference text does not explicitly mention the release year, but it does describe the song's sound as 'powerful and intense', which supports the claim of a powerful and energetic sound.""
}",,,,,,"Certainly! I recommend 'The Unseen' by Medeia. It's a hard-hitting classic from their album 'Cult'. The track combines heavy metal, rock, and experimental elements, which can give your video a powerful and intense atmosphere. It was recorded by Zzopmusic / OP Komonen, Matti Erikkilä, and Anssi Lautjärvi.",1,
metadata_consistency,897,5y7ol8biH7Y,,It's a dance and electronic track with a pop influence.,100% Sure! I recommend 'Hot' by INNA. It's a dance and electronic track with a pop influence. The song has a catchy beat and energetic vibe that would complement your video nicely.,,,"The candidate metadata/reference text explicitly mentions dance, electronic, and pop elements, supporting the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference text explicitly mentions dance, electronic, and pop elements, supporting the music-detail claim.""
}",,,,,,"Allow me to recommend 'Start Without You' by Alexandra Burke. It's a remix track with a Stonebridge Clubstrumental version. The song combines elements of dance, pop, and house with electronic beats and features Alexandra Burke's vocals. It may be a fitting choice for your dance video.",1,
metadata_consistency,2988,rBYAJdsah2k,,It's a track from their album 'ARGUMENT SOUL'.,"Allow me to recommend 'ARGUMENT SOUL' by ARGUMENT SOUL. It's a track from their album 'ARGUMENT SOUL'. It combines elements of punk, rock, and metal with fast-paced techno beats that could be a fitting choice for your video. It was released in 2012 which may contain the specific elements you want.",,,"The candidate track metadata/reference mentions 'Ex Infernis', but the generated explanation claim refers to a different album title","{
""is_metadata_supported"": false,
""unsupported_aspects"": [""album title 'ARGUMENT SOUL' does not match the provided album title 'Ex Infernis'""],
""reason"": ""The candidate track metadata/reference mentions 'Ex Infernis', but the generated explanation claim refers to a different album title""
}",,,,,,"Allow me to recommend 'Bolest' by P.U.M. It's a track from their album 'Ex Infernis'. The song is classified as metal, punk, and rock with instrumental elements. Although the description of the video doesn't provide much information, the heavy metal and alternative influences in the track could be a fitting choice for your video.",0,album title 'ARGUMENT SOUL' does not match the provided album title 'Ex Infernis'
metadata_consistency,2165,SEaqjvCQSgM,,"This song falls under the genres of metal, rock, heavy metal, and experimental.","Sure! How about 'Injustice' by Through My Eyes? It's a track from their album 'Injustice'. This song falls under the genres of metal, rock, heavy metal, and experimental. It has a fast-paced and loud sound with elements of techno and drums. It could be a fitting choice for your video.",,,"The candidate track metadata/reference mentions the band's heavy metal and punk sound, which supports the claim that the song falls under the genres of metal.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference mentions the band's heavy metal and punk sound, which supports the claim that the song falls under the genres of metal.""
}",,,,,,"Certainly! I suggest checking out 'Injustice' by Through My Eyes. Although I couldn't find much information about this specific track, Through My Eyes is known for their heavy metal and punk sound. This track might have the elements you're looking for.",1,
metadata_consistency,2623,7fBi4fS1PkI,,It's an electronic track with rock and indie influences.,"Allow me to recommend 'Forever-371' by J. It's an electronic track with rock and indie influences. The song features a blend of electronic beats, guitar, and loud sounds, which could be a fitting choice for your video.",,,"The candidate metadata/reference text explicitly mentions electronic, indie, and alternative genres, which supports the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference text explicitly mentions electronic, indie, and alternative genres, which supports the music-detail claim.""
}",,,,,,"In that case, I would recommend 'Forever-371' by J.D Beatz from the album 'Content ID'. This track by ShadowKey ft. Little Thieves offers a perfect combination of electronic, pop, indie, and alternative genres. The music has a synth-driven sound and a catchy melody that will give your video a vibrant and modern feel.",1,
metadata_consistency,3139,68ak49vz7IQ,,"The song has a fast-paced techno sound with loud drums, which aligns well with the energetic and dynamic vibe you're looking for.","Certainly! I recommend 'E.T.' by Katy Perry. It's a track from her album 'E.T.' and combines elements of electronic, rock, and pop genres. The song has a fast-paced techno sound with loud drums, which aligns well with the energetic and dynamic vibe you're looking for.",,,The claim is supported by the metadata's description of the song as having a 'fast-paced techno beat' and incorporating electronic sounds.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's description of the song as having a 'fast-paced techno beat' and incorporating electronic sounds.""
}",,,,,,"Sure! How about 'Le Destin' by AUTOMAT? It's an electronic track with elements of pop, dance, and indie rock. The song has a fast-paced techno beat and incorporates electronic sounds that could add an energetic and dynamic element to your video. You can find more information about AUTOMAT and their music on their website.",1,
metadata_consistency,3630,M6o2nS_ahs0,,"It combines elements of acoustic, folk, and indie with a slow and vocal-focused sound.","Allow me to recommend 'Het is een feest' by Ramon Plakke. It's a track from his album 'Het is een feest'. It combines elements of acoustic, folk, and indie with a slow and vocal-focused sound. It could be a fitting choice for your video.",,,The claim is supported by the metadata as it accurately describes the track's genre and style.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata as it accurately describes the track's genre and style.""
}",,,,,,"Allow me to recommend 'Alles' by Ramon Plakke. It's a track from Ramon's album 'Ons leven'. It combines elements of indie, acoustic, and folk music with slow and vocal influences. The song has a calm and introspective vibe that could be a suitable choice for your video.",1,
metadata_consistency,1408,H9GKWHzXDLo,,"It combines elements of pop, rock, and house with electronic beats that could be a fitting choice for your video.","Allow me to recommend 'Senza di te' by Fly Project. It's a track from their album 'Senza di te'. It combines elements of pop, rock, and house with electronic beats that could be a fitting choice for your video.",,,"The claim mentions 'house' which is not present in the metadata, but it does match with 'electronic' and 'pop'","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""pop;rock""],
""reason"": ""The claim mentions 'house' which is not present in the metadata, but it does match with 'electronic' and 'pop'""
}",,,,,,"Allow me to recommend 'Весь день' by МАЯКОВСКИЙ. It's a dance track with electronic and pop influences. Although I don't have much information about the specific elements you mentioned, 'Весь день' could be a fitting choice for your video.",1,pop;rock
metadata_consistency,15,JNKpf4DLzJ0,,"The song has a mix of guitar, drums, and vocals, which create a unique and captivating sound.","Certainly! I recommend 'The Light' by Matt Joe Gow & the Dead Leaves. It's a track that combines elements of country, folk, and indie rock. The song has a mix of guitar, drums, and vocals, which create a unique and captivating sound. It's a great choice if you're looking for a blend of different genres in your video.",,,"The claim is supported by the metadata's mention of 'acoustic guitar' and 'soothing vocals', which align with the presence of guitar and vocals in the claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's mention of 'acoustic guitar' and 'soothing vocals', which align with the presence of guitar and vocals in the claim.""
}",,,,,,"Allow me to recommend 'The Light' by Matt Joe Gow & the Dead Leaves. It's a track from their album 'The Messenger' and blends elements of rock, country, folk, and indie with a touch of pop. The song features acoustic guitar, soothing vocals, and a slow-paced rhythm, creating a melodic and heartfelt atmosphere that aligns well with the country, folk, and indie styles you're interested in.",1,
metadata_consistency,940,Y5oxVPZog2Q,,It's a country and folk-inspired track with elements of rock and pop.,Certainly! How about 'Tu Esi Ir Sito Gana' by Atika? It's a country and folk-inspired track with elements of rock and pop. The song features female vocals and has a guitar-driven sound. It could be a fitting choice for your video.,,,"The claim is supported by the metadata's mention of folk and rock elements, which align with the candidate track's genre description.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's mention of folk and rock elements, which align with the candidate track's genre description.""
}",,,,,,"Allow me to recommend 'Tu Esi Ir Sito Gana' by Atika. It's an acoustic track with elements of rock, folk, and indie. The song features male vocals with singing style, which gives it a unique and soulful sound. It was recorded by Atika and could be a fitting choice for your video.",1,
metadata_consistency,4171,E4L9SS2jfNk,,The female vocals and the positive lyrics will bring a sense of joy and hope to your video.,"In that case, I would recommend 'No te voy a Perdonar' by Karen Martello. This track is part of the album 'No te voy a Perdonar' and offers a blend of pop, rock, country, and folk genres. The female vocals and the positive lyrics will bring a sense of joy and hope to your video.",,,The candidate metadata directly supports the claim about female vocals and positive lyrics.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata directly supports the claim about female vocals and positive lyrics.""
}",,,,,,"Allow me to recommend 'No te voy a Perdonar' by Karen Martello. It's a track produced by Yasmil Marrufo and features Karen's powerful vocals. The song combines elements of rock, pop, country, and jazz, which could be a fitting choice for your video. It's a heartfelt track that will resonate with the audience.",1,
