exp_name,sample_idx,video_id,gt_music_id,top1_music_id,top1_is_gt,claim_id,claim_text,claim_terms,claim_categories,metadata_terms,supported_terms,unsupported_terms,is_metadata_supported,generated_text,top1_reference_text,llm_is_metadata_supported,llm_unsupported_aspects,llm_reason,llm_raw,rule_is_metadata_supported,agree_is_metadata_supported
exp_04,1012,EIy9nHdYe8U,EIy9nHdYe8U_-kqjN_-wzbw,T8UvSgs7KsE_RMdNtgq29eM,0,3,"This song combines elements of electronic, dance, and hip-hop, which aligns well with the energetic and fast-paced vibe you're looking for.",dance;electronic;energetic;fast;hip-hop,genre;mood_tempo,beat;beats;electronic;fast;pop;r&b;synth,electronic;fast,dance;energetic;hip-hop,0,"Allow me to recommend 'Be Close to You' by Mo' Hits All Stars. It's a track from their album 'Be Close to You'. This song combines elements of electronic, dance, and hip-hop, which aligns well with the energetic and fast-paced vibe you're looking for. It was released in 2010 and has a techno and electronic sound with a catchy beat.","Allow me to recommend 'Forever' by Chris Brown. It's a pop, electronic, and R&B track that was recorded in 2010. The song features fast beats, synth sounds, and electronic elements which could be a fitting choice for your video.",1,hip-hop,"The candidate track metadata/reference does not explicitly mention hip-hop as a genre, but the generated explanation claim includes this term.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""hip-hop""],
""reason"": ""The candidate track metadata/reference does not explicitly mention hip-hop as a genre, but the generated explanation claim includes this term.""
}",0,0
exp_04,3246,UEu92i4A4lQ,UEu92i4A4lQ_z32x1YipaTw,UETt7CPX3uw_blUL3GkvTUA,0,2,It's a chillout and funk-infused track with electronic and rock elements.,chill;chillout;electronic;rock,genre;mood_tempo,beat;beats;chill;chillout;electronic;hip-hop;jazz;rock;soul,chill;chillout;electronic;rock,,1,Certainly! How about 'StepIndaJam (Propo'88 Remix)' by BlabberMouf? It's a chillout and funk-infused track with electronic and rock elements. The remix was produced by Propo'88 and has a unique sound that could complement your video.,"Certainly! I suggest checking out 'Bad World, Good News' by REAIN. It's a track from their album 'Soul Food for Thought' and combines elements of hip-hop, electronic, and rock genres. The song has a chillout vibe with jazz influences as well. It was produced by VR for Dopeshit Records. The track was released in 2013 and has a unique blend of electronic beats and rock elements that could add a distinctive touch to your video.",1,,The claim is supported by the metadata's description of the track as 'chillout' and combining elements of electronic and rock genres.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's description of the track as 'chillout' and combining elements of electronic and rock genres.""
}",1,1
exp_04,3169,_ZC1yfRwRoo,_ZC1yfRwRoo_CouJ-9i3W5k,_ZC1yfRwRoo_CouJ-9i3W5k,1,3,"The song combines elements of pop, rock, and indie with electronic beats and female vocals.",beat;beats;electronic;female vocals;indie;male vocals;pop;rock;vocal;vocals,genre;instrument,electronic;female vocals;indie;male vocals;pop;rock;vocal;vocals,electronic;female vocals;indie;male vocals;pop;rock;vocal;vocals,beat;beats,0,"Allow me to recommend 'Quien Entiende Este Corazon' by Kath Rangel. It's a track from her album 'Quien Entiende Este Corazon'. The song combines elements of pop, rock, and indie with electronic beats and female vocals. It was released in 2013 and could be a fitting choice for your video.","Let me suggest 'Quien Entiende Este Corazon' by Kath Rangel. It's a track performed by Kath Rangel and falls under the genres of pop, rock, and indie. With electronic elements and the distinctive female vocals, it could be a fitting choice for your video project. The song was released in 2014.",1,,"The claim accurately summarizes the track's genres and features, aligning with the provided metadata.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim accurately summarizes the track's genres and features, aligning with the provided metadata.""
}",0,0
exp_04,2117,mgzhP_2pjrI,mgzhP_2pjrI_XQl2ZbZHWNs,YzbDUfNIhVE_2Rqnhp_NGz0,0,3,"The song has a fast-paced beat and incorporates electronic and indie influences, which align with your preferences.",beat;electronic;fast;indie,genre;instrument;mood_tempo,alternative;beat;beats;electronic;fast;hip-hop;indie;rock;synth,beat;electronic;fast;indie,,1,"Certainly! I recommend 'The Next Episode' by Dr. Dre. It's a track from his album 'The Next Episode' and combines elements of hip-hop, rock, and electronic genres. The song has a fast-paced beat and incorporates electronic and indie influences, which align with your preferences.","Allow me to recommend 'Step To' by Evil Ebenezer. It's a hip-hop track with electronic and indie influences, and it also incorporates elements of rock and alternative music. The song features fast-paced beats and synth sounds, which can add a unique touch to your video.",1,,"The candidate metadata directly mentions the song's fast-paced beat and electronic influences, supporting the claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata directly mentions the song's fast-paced beat and electronic influences, supporting the claim.""
}",1,1
exp_04,3009,KjbZsmqRHBw,KjbZsmqRHBw_al2m-IPmf5o,HMPFxasbwsg_FCpyYL_9LzA,0,4,It was released as part of the album 'Stay The Night' and has a dance and rock influence as well.,dance;rock,genre,dance;electronic;indie;pop;vocal,dance,rock,0,Certainly! How about 'Stay The Night' by Zedd featuring Hayley Williams? It's a pop and electronic track with female vocals. The song has a catchy and energetic vibe that could complement your video. It was released as part of the album 'Stay The Night' and has a dance and rock influence as well.,"Allow me to recommend 'Stay The Night' by Zedd featuring Hayley Williams. It's a track from the album 'Stay The Night'. The song combines elements of dance, pop, electronic, and indie music styles. It also features Hayley Williams as the female vocalist. It could be a fitting choice for your video.",1,rock,"The claim mentions 'dance and rock influence', which is partially supported by the metadata's mention of 'dance' but not 'rock'.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""rock""],
""reason"": ""The claim mentions 'dance and rock influence', which is partially supported by the metadata's mention of 'dance' but not 'rock'.""
}",0,0
exp_04,2872,U8qjHrMZBgU,U8qjHrMZBgU_AmiYWdCcNbs,BcWvknuVLYQ_BlIFplr1Uec,0,2,It's an electronic and pop track with female vocals.,electronic;female vocals;male vocals;pop;vocal;vocals,genre;instrument,drum;drums;electronic;hip-hop;pop;r&b;soul;techno;vocal;vocals,electronic;pop;vocal;vocals,female vocals;male vocals,0,"Allow me to recommend 'Love Me' by Jade London. It's an electronic and pop track with female vocals. Although I don't have much information about the specific album or artist, the song aligns well with the electronic and pop style you're looking for.","Allow me to recommend 'Ms Notes' by L'imraajSavio'r. It's a neo-soul track with elements of electronic, hip-hop, and pop, with soul and R&B influences. The song has techno influences and features vocals and drums. The music video for 'Ms Notes' is set in the fields of the Sahara, creating a visually stunning experience that could enhance your video.",1,hip-hop;R&B influences;techno influences;vocals and drums,"The claim only mentions electronic and pop, which are supported by the metadata. The unsupported aspects include genre terms not mentioned in the claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""hip-hop"", ""R&B influences"", ""techno influences"", ""vocals and drums""],
""reason"": ""The claim only mentions electronic and pop, which are supported by the metadata. The unsupported aspects include genre terms not mentioned in the claim.""
}",0,0
exp_04,2144,BgQeAKkegOg,BgQeAKkegOg_8M8LbchIv9k,In78OVLYKck_ZefX-q0ayx8,0,2,"It's a track from the album '21 & Over' and features a mix of Hip-Hop, electronic, rock, and alternative genres.",alternative;electronic;hip-hop;rock,genre,alternative;electronic;hip-hop;indie;rock,alternative;electronic;hip-hop;rock,,1,"Certainly! How about '21 & Over' by Statik Selektah? It's a track from the album '21 & Over' and features a mix of Hip-Hop, electronic, rock, and alternative genres. The song has a chillout vibe and incorporates elements of techno and electronic beats. It was released in 2012 and could be a great fit for your video.","Absolutely! I suggest checking out 'Ms Skateboard 3 _ Radio Base'. Although I don't have much information about this track, the title and description indicate that it's a skateboarding-themed song. It falls under the Hip-Hop, rock, electronic, alternative, and indie genres, which should complement the visuals of your skateboarding video nicely.",1,,The candidate metadata/reference supports the music-detail claim's genre categorization.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference supports the music-detail claim's genre categorization.""
}",1,1
exp_04,588,TqaOI69_l2k,TqaOI69_l2k_DlxoPJzLk-c,XA9hH6zee7Y_PuB8J6thr20,0,4,It features a female vocalist and has a distinctive style that aligns with your preferences.,vocal,instrument,female vocals;male vocals;pop;vocal;vocals,vocal,,1,"Allow me to recommend 'I'm In Love' by Nadya Bebekustik. It's a cover of the song originally performed by Alexandra Stan. The track combines elements of pop, folk, and rock with acoustic guitar. It features a female vocalist and has a distinctive style that aligns with your preferences.","I apologize, but I don't have any information about Nadya Bebekustik's cover of 'I'm In Love'. However, based on your description, you might enjoy 'Mr. Kupido' by Myrtle Sarrosa feat. Enrique Gil. It has a similar pop vibe and features female vocals like Nadya Bebekustik's cover.",1,,The candidate track metadata/reference supports the claim about a female vocalist.,"Here is the JSON response:

{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference supports the claim about a female vocalist.""
}",1,1
exp_04,49,0fbElx-VPaY,0fbElx-VPaY_f4CK8gh22gc,KWHWxkIPblA_-hef4YM4lR4,0,3,"The song combines elements of alternative, indie, and rock with electronic and pop influences.",alternative;electronic;indie;pop;rock,genre,electronic;hip-hop;jazz;rock,electronic;rock,alternative;indie;pop,0,"Allow me to recommend 'H.M.O.' by H.M.O. It's a track from their album 'H.M.O.'. The song combines elements of alternative, indie, and rock with electronic and pop influences. It was released in 2013 and has a unique blend of genres that could be a fitting choice for your video.","Allow me to recommend 'Life Vizion and Bits&Pieces' by Jno. It's an experimental hip-hop track with rock, electronic, and jazz elements. Although there is no specific information about the track's release date or album name, it aligns well with the style and influences you're looking for. It was produced by Kaiotic Filmz, which may contain the specific element you want.",1,,The claim aligns with the candidate track's genre-bending style and influences mentioned in the metadata/reference.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim aligns with the candidate track's genre-bending style and influences mentioned in the metadata/reference.""
}",0,0
exp_04,3764,5bLzWJTXze4,5bLzWJTXze4_SAL_xX-JV8s,5bLzWJTXze4_SAL_xX-JV8s,1,2,It's a chillout and R&B track with electronic and pop influences.,chill;chillout;electronic;pop;r&b,genre;mood_tempo,chill;chillout;electronic;hip-hop;r&b,chill;chillout;electronic;r&b,pop,0,"Allow me to recommend 'Mi Vida' by N-ES. It's a chillout and R&B track with electronic and pop influences. Although I don't have much information about the specific album or artist, the song itself aligns well with the chillout and R&B vibes you're looking for.","Let me recommend '#CHEUCHEU' by N-ES. It's a chillout and R&B-influenced track with electronic and hip-hop elements. Although the artist and album information is not available, the song captures the chillout vibe you're looking for. It was released with a music video in 1080p quality and was produced by RJacksProdz.",1,,"The claim is supported by the candidate metadata/reference, as it accurately describes the track's genre and influences.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the candidate metadata/reference, as it accurately describes the track's genre and influences.""
}",0,0
exp_04,3557,VuVbKY8m8Y0,VuVbKY8m8Y0_lh1brvDz_Yo,VuVbKY8m8Y0_lh1brvDz_Yo,1,3,"The song combines elements of pop, R&B, and electronic music with the powerful vocals of 2NE1's female vocalists.",electronic;pop;r&b;vocal;vocals,genre;instrument,dance;electronic;energetic;pop;vocal,electronic;pop;vocal,r&b;vocals,0,"Allow me to recommend 'I Don't Care' by 2NE1. It's a track from their album 'To Anyone'. The song combines elements of pop, R&B, and electronic music with the powerful vocals of 2NE1's female vocalists. It was released in 2009 and has a catchy and energetic sound that could be a fitting choice for your video.","Allow me to recommend 'I Don't Care' by 2NE1. It's a track from their album '2NE1 1st Mini Album'. This song combines elements of pop, dance, and electronic music with female vocalists. It has a catchy and energetic sound that aligns well with the vibe you're looking for in your video. It's a popular K-pop song with a mix of Asian pop and girl group influences.",1,,"The claim is supported by the metadata's mention of 'pop', 'dance', and 'electronic music' elements.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's mention of 'pop', 'dance', and 'electronic music' elements.""
}",0,0
exp_04,3991,2-1iE_8Ssus,2-1iE_8Ssus_yk7Q594GVlo,KIyUuoeZIGs_4r4l_1DBW54,0,3,"It combines elements of hip-hop, electronic, and pop with a strong vocal presence.",electronic;hip-hop;pop;vocal,genre;instrument,dance;electronic;hip-hop;rock,electronic;hip-hop,pop;vocal,0,"Allow me to recommend 'La Fouine' by La Fouine. It's a track from his album 'La Fouine'. It combines elements of hip-hop, electronic, and pop with a strong vocal presence. It was released in 2012 and may contain the specific elements you want.","Let me recommend 'K-RIZM CLIP NE PERD PAS LE NORD/DANS LES 2K'. It's a track that falls under the hip-hop and electronic genres with influences from the 90s and rock. It has a dance vibe that could work well for your video. Unfortunately, I don't have any additional information about this track, but it aligns with the genres and styles you're looking for.",1,pop;vocal,"The claim does not explicitly mention 'pop' and 'vocal', which are detected as unsupported terms.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""pop;vocal""],
""reason"": ""The claim does not explicitly mention 'pop' and 'vocal', which are detected as unsupported terms.""
}",0,0
exp_04,3892,6pgI2dxZ1ek,6pgI2dxZ1ek_9Gz6ElVNrGI,KVtutNQK90s_9gbV0bI9Ros,0,2,It's an electronic and pop track that could be a fitting choice for you.,electronic;pop,genre,beat;dance;electronic;energetic;house;rock;synth,electronic,pop,0,I'm not sure about this track. It's an electronic and pop track that could be a fitting choice for you. I'm not sure about this track. It's an electronic and pop track that could be a fitting choice for you. I'm not sure about this track. It's an electronic and pop track that could be a fitting choice for you. I'm not sure about this track. It's an electronic and pop track that could be a fitting choice for you. I'm not sure about this track. It's an electronic and pop track that could be a fitting choice for,"Certainly! I suggest checking out 'Rock The House' by Afrojack. It's an electronic track with elements of electro, dance, and House genres. It has a catchy beat and synth elements that give it a dynamic and energetic vibe.",1,,"The candidate track metadata/reference supports the claim as it mentions electronic elements and a catchy beat, which aligns with the description of an energetic vibe.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference supports the claim as it mentions electronic elements and a catchy beat, which aligns with the description of an energetic vibe.""
}",0,0
exp_04,919,RcbMW2-Goog,RcbMW2-Goog_DcjhSEfzcAI,RcbMW2-Goog_DcjhSEfzcAI,1,3,"It combines elements of electronic, Hip-Hop, and rock with a fast beat.",beat;electronic;fast;hip-hop;rock,genre;instrument;mood_tempo,beat;electronic;fast;hip-hop;pop,beat;electronic;fast;hip-hop,rock,0,"Allow me to recommend 'Poison' by Bell Biv DeVoe. It's a track from their album 'Poison'. It combines elements of electronic, Hip-Hop, and rock with a fast beat. The song has a catchy and energetic vibe that could be a fitting choice for your video.","Allow me to recommend 'Poison' by Bell Biv DeVoe. It's a classic track from their album 'Poison' released in 1990. The song blends electronic, Hip-Hop, and pop elements with a fast-paced beat that could be a perfect fit for your video. It's an iconic song that captures the essence of Bell Biv DeVoe's distinctive style.",1,,"The claim's genre combination (electronic, Hip-Hop, and rock) is supported by the metadata's description of the song blending electronic, Hip-Hop, and pop elements.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim's genre combination (electronic, Hip-Hop, and rock) is supported by the metadata's description of the song blending electronic, Hip-Hop, and pop elements.""
}",0,0
exp_05,656,Bg6ey295E0U,Bg6ey295E0U__fZ8F1cfZDU,HcTr1Bbqirw_7L2oauVN5nM,0,2,"Although I don't have much information about this track, it is classified as pop, soul, R&B, and electronic with chillout influences.",chill;chillout;electronic;pop;r&b;soul,genre;mood_tempo,chill;chillout;electronic;female vocals;male vocals;pop;soul;vocal;vocals,chill;chillout;electronic;pop;soul,r&b,0,"Allow me to recommend 'Kizomba del TinaStones' by Christina Steins. Although I don't have much information about this track, it is classified as pop, soul, R&B, and electronic with chillout influences. It may have the Ethiopian music elements you're looking for.","Certainly! I suggest checking out 'Kizomba del TinaStones' by Christina Steins. Although I couldn't find much information about this track, it's a new single from Kizomba Germany. It falls under the genres of pop, chillout, and electronic, with female vocals. This song might be a good fit for your video, combining the elements of pop, electronic, and soul that you're looking for.",1,,"The claim is supported by the metadata, which also mentions pop, electronic, and soul genres.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata, which also mentions pop, electronic, and soul genres.""
}",0,0
exp_05,3613,55f_bRz6ChQ,55f_bRz6ChQ_1rjwNLWcheY,55f_bRz6ChQ_1rjwNLWcheY,1,2,"It's a track by NX Zero that falls under the genres of rock, indie, and experimental with electronic influences.",electronic;indie;rock,genre,electronic;indie;rock,electronic;indie;rock,,1,"Allow me to recommend 'NX Zero - 2012'. It's a track by NX Zero that falls under the genres of rock, indie, and experimental with electronic influences. Although I don't have much information about this specific track, it aligns well with the experimental and electronic elements you're looking for.","Allow me to recommend a live performance by NX Zero at Cenário Hall in Serra/ES. While there is no specific track or album mentioned in the description, NX Zero is known for their experimental, indie, and electronic elements in their rock music. This live performance captures their unique style and could be a fitting choice for your video.",1,,"The candidate metadata/reference text mentions NX Zero's experimental, indie, and electronic elements in their rock music, which aligns with the generated explanation claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference text mentions NX Zero's experimental, indie, and electronic elements in their rock music, which aligns with the generated explanation claim.""
}",1,1
exp_05,3283,1RIBP9MH78A,1RIBP9MH78A_s8iD9Fl4Gu4,gP0TkczH9-w_fQ4ZHjzzstI,0,3,It's an electronic track with a dance and pop influence.,dance;electronic;pop,genre,electronic;energetic;female vocals;male vocals;pop;vocal;vocals,electronic;pop,dance,0,"Certainly! How about 'Move into Light (feat. Erica Curran) [Koven Remix]' by Juventa? It's an electronic track with a dance and pop influence. The remix adds a unique touch to the original song, making it a great choice for your video.","Certainly! I'd recommend 'Move into Light (feat. Erica Curran) [Koven Remix]' by Juventa. This track is a remix with an electronic sound and features female vocals by Erica Curran. It has a pop and electro influence, creating a catchy and energetic atmosphere for your video.",1,,"The candidate track metadata/reference text explicitly mentions 'electronic' and 'pop' influences, supporting the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference text explicitly mentions 'electronic' and 'pop' influences, supporting the music-detail claim.""
}",0,0
exp_05,762,kgHt4gHkOvo,kgHt4gHkOvo_CnU6aF3M4Vk,kgHt4gHkOvo_CnU6aF3M4Vk,1,3,"It combines elements of hip-hop, R&B, and pop with electronic beats and vocals.",beat;beats;electronic;hip-hop;pop;r&b;vocal;vocals,genre;instrument,beat;beats;electronic;female vocals;hip-hop;male vocals;r&b;soul;vocal;vocals,beat;beats;electronic;hip-hop;r&b;vocal;vocals,pop,0,"Allow me to recommend 'Break Up Dinner' by San E. It's a track from his album 'Break Up Dinner'. It combines elements of hip-hop, R&B, and pop with electronic beats and vocals. It was released in 2013 and may contain the specific elements you're looking for.","Allow me to recommend 'Break Up Dinner' by San E. It's a track from his album 'Not' Based on the True Story'. It combines elements of hip-hop, R&B, and electronic beats with powerful and soulful female vocals. The song was released in 2010 and contains the specific elements you want.",1,pop,"The claim does not include 'R&B' and 'soulful', but the metadata mentions these elements.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [""pop""],
""reason"": ""The claim does not include 'R&B' and 'soulful', but the metadata mentions these elements.""
}",0,0
exp_05,3182,QLwMhUlqOyo,QLwMhUlqOyo_REbvxn73NvU,8Tr-YzOyH_E_5zZO1FzIL1o,0,4,The song features female vocals and has a techno and synth-driven sound.,female vocals;male vocals;synth;techno;vocal;vocals,genre;instrument,electronic;indie;pop;synth;vocal,synth;vocal,female vocals;male vocals;techno;vocals,0,Certainly! I recommend 'Summertime' by DJ Antoine feat. Sean Paul & Anja. It's an electronic track with pop and rock influences. The song features female vocals and has a techno and synth-driven sound. It was released in 2009 and has a catchy and energetic vibe that could complement your video.,"Allow me to recommend 'W SZCZĘŚCIU' by JORRGUS. Although I don't have much information about this track, JORRGUS is known for their electronic, pop, and indie style. It's possible that this song incorporates vocal and synth elements as well, which could be a fitting choice for your wedding video.",0,techno;vocals,The candidate metadata does not provide information about the song's vocals or techno elements.,"{
""is_metadata_supported"": false,
""unsupported_aspects"": [""techno"", ""vocals""],
""reason"": ""The candidate metadata does not provide information about the song's vocals or techno elements.""
}",0,1
exp_05,3351,RnqXebYKPik,RnqXebYKPik_OgKeUnbb-UY,RnqXebYKPik_OgKeUnbb-UY,1,2,It's a soulful and funky track with female vocals.,female vocals;male vocals;soul;vocal;vocals,genre;instrument,female vocals;male vocals;rock;soul;vocal;vocals,female vocals;male vocals;soul;vocal;vocals,,1,"Allow me to recommend 'Loving You' by Kes the Band and Tessanne Chin. It's a soulful and funky track with female vocals. The song combines elements of pop, rock, and soul, which could be a perfect fit for your video.","Allow me to recommend 'Loving You' by Kes the Band and Tessanne Chin. It's a collaboration between Kes the Band and Tessanne Chin. The song has elements of soul, funk, and rock with female vocals. It could be a fitting choice for your video.",1,,"The claim is supported by the metadata's description of 'soul', 'funk', and 'female vocals' elements.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim is supported by the metadata's description of 'soul', 'funk', and 'female vocals' elements.""
}",1,1
exp_05,800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,-lw36uY6xAM_bOizqYTGDeU,0,4,It has a soulful and emotional sound that could be a fitting choice for your video.,emotional;soul,genre;mood_tempo,country;female vocals;male vocals;pop;rock;soul;vocal;vocals,soul,emotional,0,"Allow me to recommend 'Volim te' by Ilda Saulic. It's a track from her album 'Volim te'. The song combines elements of rock, pop, and country with female vocals. It has a soulful and emotional sound that could be a fitting choice for your video.","Allow me to recommend 'Volim te' by Ilda Saulic. It's a track without a specific album information. The song features female vocals and has elements of pop, rock, country, and soul. It's a fitting choice for your video, as it combines the soulful and country influences you're looking for. Unfortunately, I don't have any other information about the track or the artist.",1,,"The candidate metadata/reference explicitly mentions 'soulful' and 'soul', supporting the music-detail claim.","Here is the JSON response:

{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference explicitly mentions 'soulful' and 'soul', supporting the music-detail claim.""
}",0,0
exp_05,407,4B6QifTAbSw,4B6QifTAbSw_1_ZP5l3VmPc,MA1134adk78_7L-KrHYnu6U,0,3,The song has a fast-paced techno beat and features synth sounds.,beat;fast;synth;techno,genre;instrument;mood_tempo,beat;beats;dance;electronic;fast;rock;synth;techno,beat;fast;synth;techno,,1,"Allow me to recommend 'Ken My Nie' by Will Mono ft Jax Panik. It's an electronic track with elements of dance, pop, and rock. The song has a fast-paced techno beat and features synth sounds. It was released in 2013 and could be a fitting choice for your video.","Allow me to recommend 'Ken My Nie' by Will Mono ft Jax Panik. It's an electronic track with an 80s dance and rock vibe, featuring techno and fast beats. The song was directed by Kyle Lewis and produced by FOML Films. It has a synth-heavy sound, which may be a fitting choice for your video.",1,,"The candidate metadata/reference text explicitly mentions the song's techno beat and synth sounds, supporting the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference text explicitly mentions the song's techno beat and synth sounds, supporting the music-detail claim.""
}",1,1
exp_05,2619,aHTS72EzQrA,aHTS72EzQrA__ZhGz7rRhQ4,ZJCwvBtuDMw_tvbDt8vyY2U,0,3,"The song combines elements of electronic, rock, and indie genres with female vocals.",electronic;female vocals;indie;male vocals;rock;vocal;vocals,genre;instrument,ambient;electronic;instrumental;rock,electronic;rock,female vocals;indie;male vocals;vocal;vocals,0,"Allow me to recommend 'Collectif Cieux Ouverts'. It's a track from their album 'Collectif Cieux Ouverts'. The song combines elements of electronic, rock, and indie genres with female vocals. It was released in 2013 and may contain the specific elements you're looking for.","Let me recommend 'Die Glocke' by AmAndA. It's an instrumental track from their album 'Tuxedo' released in 2015. The song combines electronic, ambient, and rock elements, which aligns well with your preferences. It has a relaxing and atmospheric sound that can complement your video.",0,female vocals;indie,"The candidate track metadata does not mention female vocals or indie genre, which are mentioned in the claim.","{
""is_metadata_supported"": false,
""unsupported_aspects"": [""female vocals"", ""indie""],
""reason"": ""The candidate track metadata does not mention female vocals or indie genre, which are mentioned in the claim.""
}",0,1
exp_05,669,c9wHtRSpyN8,c9wHtRSpyN8_k5NcqUDRZx0,dKbyCSk4OQk_HvkaEXWXdAI,0,4,It aligns well with the energetic and vibrant vibe you're looking for in your video.,energetic,mood_tempo,dance;electronic;energetic;female vocals;house;male vocals;pop;vocal;vocals,energetic,,1,Allow me to recommend 'California Gurls' by Katy Perry. It's a dance-pop track with electronic and house influences. The song features Katy Perry's distinctive female vocals and was released as a single. It aligns well with the energetic and vibrant vibe you're looking for in your video.,"Allow me to recommend 'Domino' by Jessie J. It's a track from her album 'Domino'. It combines elements of dance, pop, and electronic music with powerful female vocals. The song has a house influence, which aligns well with the energetic and vibrant vibe you're looking for in your video.",1,,"The candidate track metadata/reference explicitly mentions the energetic vibe, supporting the music-detail claim.","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference explicitly mentions the energetic vibe, supporting the music-detail claim.""
}",1,1
exp_05,4005,54cjzEJGauM,54cjzEJGauM_7xxRpOMt0R4,2sSQSbEMzVg_altHNK-VpKU,0,1,"In that case, 'Tempo de Voltar' by Arianne would be an excellent choice.",tempo,mood_tempo,alternative;female vocals;indie;male vocals;pop;rock;tempo;vocal;vocals,tempo,,1,"In that case, 'Tempo de Voltar' by Arianne would be an excellent choice. It's a track from the album 'Arianne' and features strong female vocals. The song is a beautiful blend of rock, pop, and alternative, with a touch of indie. It's perfect for capturing the emotions of a long-distance relationship, especially when it comes to reuniting.","Allow me to recommend 'Tempo de Voltar' by Arianne. It's a track from her album 'Tempo de Voltar'. The song combines elements of pop, rock, and alternative genres with Arianne's unique indie style and powerful female vocals. It can add a touch of individuality and depth to your video.",1,,"The claim 'In that case, \'Tempo de Voltar\' by Arianne would be an excellent choice' is supported as it directly references the track metadata.","Here is the JSON response:

{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The claim 'In that case, \'Tempo de Voltar\' by Arianne would be an excellent choice' is supported as it directly references the track metadata.""
}",1,1
exp_05,1838,Lp5Xgct6NI8,Lp5Xgct6NI8_CkrmeNR1vEQ,9KMuOPOYYGE_q8aDyKHZLQ8,0,3,It's part of the album 'How Long Will They Mourn Me?' and it has a powerful and emotional vibe.,emotional,mood_tempo,chill;electronic;hip-hop;male vocals;soul;vocal;vocals,,emotional,0,"In that case, I would recommend 'How Long Will They Mourn Me?' by 2Pac. This track perfectly combines the elements of Hip-Hop, soul, and R&B that you're looking for. It's part of the album 'How Long Will They Mourn Me?' and it has a powerful and emotional vibe.","Certainly! I would recommend 'How Long Will They Mourn Me?' by 2Pac. This track combines hip-hop, electronic, and soul elements, creating a smooth and chill vibe. It's an edited version from the album 'How Long Will They Mourn Me?' and it features 2Pac's signature male vocals.",1,,The candidate metadata/reference supports the claim's mention of the album 'How Long Will They Mourn Me?' and vibe description.,"{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate metadata/reference supports the claim's mention of the album 'How Long Will They Mourn Me?' and vibe description.""
}",0,0
exp_05,2374,IHcfxCt36mo,IHcfxCt36mo_Ab8oMDbRs_M,NK9TluFX0gg_F2_QEug7DoA,0,2,"It's a track from the album 'Panaramele' and combines elements of hip-hop, electronic, and dance music.",dance;electronic;hip-hop,genre,dance;electronic;hip-hop;r&b,dance;electronic;hip-hop,,1,"Certainly! I suggest 'Panaramele' by Karie feat;. It's a track from the album 'Panaramele' and combines elements of hip-hop, electronic, and dance music. The song has a fast-paced beat and synth-driven sound, which can add an energetic and dynamic vibe to your video.","Allow me to recommend 'Panaramele' by Karie feat. Bibanu MixXL & MarkOne1. Although there is no available description for this track, it is tagged as Hip-Hop, electronic, R&B, and dance. It's possible that this song incorporates the elements you're looking for and can provide a fitting choice for your video.",1,,"The candidate track metadata/reference supports the music-detail claim, as it mentions the same genres (hip-hop, electronic, and dance) and album title ('Panaramele').","{
""is_metadata_supported"": true,
""unsupported_aspects"": [],
""reason"": ""The candidate track metadata/reference supports the music-detail claim, as it mentions the same genres (hip-hop, electronic, and dance) and album title ('Panaramele').""
}",1,1
