sample_idx,video_id,gt_music_id,condition,condition_description,claim_id,claim_text,claim_type,support_source,removed_source,is_supported,unsupported_reason,generated_text,llm_support_source,llm_is_supported,llm_reason,llm_raw,rule_support_source,rule_is_supported,agree_support_source,agree_is_supported
781,bqzAothNuZs,bqzAothNuZs_7Exf7LE_ef0,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,4,"pop, with a touch of jazz.",audio,audio-supported,prompt-supported,1,source_available,"I recommend 'Be Staunch' by This Side Up. It's a track from their album 'Be Staunch'. The song combines elements of Hip-Hop, electronic, rock, and pop, with a touch of jazz. It has a unique blend of genres and a catchy beat that could add an interesting dynamic to your video.",audio-supported,1,"The claim references the song's genre and style, which can be inferred from its audio features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim references the song's genre and style, which can be inferred from its audio features.""
}",audio-supported,1,1,1
310,9wVRNILwL4I,9wVRNILwL4I_yp0PNekX4vI,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,6,"synth-focused sound, which could be a fitting choice for your video.",video,video-supported,prompt-supported,1,source_available,"I recommend 'Unchained Melody-917' by SINIMA BEATS. It's a track from their album 'Unchained Melody-917'. The song combines elements of Hip-Hop, electronic, and rock with a touch of pop. It has a techno and synth-focused sound, which could be a fitting choice for your video.",audio-supported,1,Claim is supported by the music sound and genre mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the music sound and genre mentioned in the explanation.""
}",video-supported,1,0,1
1713,8n1M2_OuoEo,8n1M2_OuoEo_ylt23Hk65kM,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,3,"combines elements of Hip-Hop, electronic, pop",audio,audio-supported,prompt-supported,1,source_available,"I recommend 'Guerreros' by C-kan featuring lluminatik. It's a track from the album 'Guerreros' and combines elements of Hip-Hop, electronic, pop, and rock. The song has a techno and fast-paced beat, which could add an energetic and dynamic vibe to your video.",audio-supported,1,Claim is supported by the song's genre and style mentioned in the audio modality.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the song's genre and style mentioned in the audio modality.""
}",audio-supported,1,1,1
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,It was released in 2013,unknown,unsupported,prompt-supported,0,no_detected_support_source,"I recommend 'Ceria' by Lil O. It's a track from his album 'Ceria'. The song combines elements of Hip-Hop, electronic, pop, and indie genres. It has a chillout vibe with electronic beats and male vocals. It was released in 2013 and could be a fitting choice for your video.",audio-supported,1,Release year mentioned in audio metadata,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Release year mentioned in audio metadata""
}",unsupported,0,0,0
3290,6fAbkc0sdtA,6fAbkc0sdtA_3L1cePInKU8,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,captivating sound that will add a touch of emotion to your video.,video,video-supported,prompt-supported,1,source_available,"In terms of music style, 'When You Cry' by Desi Mo is a perfect fit. It combines elements of Hip-Hop, electronic, rock, and indie with female vocals. The track has a unique and captivating sound that will add a touch of emotion to your video.",audio-supported,1,Claim relies on the music's sound and genre to add emotion to a video.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on the music's sound and genre to add emotion to a video.""
}",video-supported,1,0,1
3030,7dfx1xqgGMc,7dfx1xqgGMc_Vs_1IMX3GLE,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,1,"In that case, I would recommend the 'Summer Pop Medley 2011' by Sam Tsui.",audio,audio-supported,prompt-supported,1,source_available,"In that case, I would recommend the 'Summer Pop Medley 2011' by Sam Tsui. This medley features a mix of popular songs from the summer of 2011. It includes tracks like 'Party Rock Anthem' by LMFAO, 'Good Feeling' by Flo Rida, and 'Give Me Everything' by Pitbull. It's a great choice for creating a fun and energetic atmosphere in your video.",audio-supported,1,Recommendation based on music genre and era (summer of 2011),"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Recommendation based on music genre and era (summer of 2011)""
}",audio-supported,1,1,1
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,4,"electronic music, with female vocals.",audio,audio-supported,prompt-supported,1,source_available,"I recommend 'Eras Tu' by Santaye. It's a track from her album 'Eras Tu'. The song combines elements of pop, dance, and electronic music, with female vocals. It has a catchy and upbeat sound that could be a great fit for your video.",audio-supported,1,Claim is supported by the description of the song's genre and vocals.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the description of the song's genre and vocals.""
}",audio-supported,1,1,1
1689,SCJrvPr92u4,SCJrvPr92u4_-ey67-zHusQ,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,2,It's a track from his album 'My Queen'.,audio,audio-supported,prompt-supported,1,source_available,"I recommend 'My Queen' by YT Man. It's a track from his album 'My Queen'. The song combines elements of Hip-Hop, pop, and electronic music with female vocals. It has a catchy and energetic vibe that could be a great fit for your video.",audio-supported,1,The claim is supported by the audio features mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim is supported by the audio features mentioned in the explanation.""
}",audio-supported,1,1,1
2449,JknekAM8pY4,JknekAM8pY4_FAi1atXAKHo,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,4,The song has a unique blend of guitar,audio,audio-supported,prompt-supported,1,source_available,"In terms of music style, 'From My Heart' by Aom Sushar is a perfect fit. It falls under the genres of rock, indie, and alternative, with female vocalists. The song has a unique blend of guitar and vocal elements, which can add a touch of emotion to your video.",audio-supported,1,"The claim refers to the song's guitar elements, which can be inferred from its audio features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim refers to the song's guitar elements, which can be inferred from its audio features.""
}",audio-supported,1,1,1
1489,8Ej4PzaoqpU,8Ej4PzaoqpU_A84hNilKxFM,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,4,"The song has a fast-paced techno sound with male vocals, which could be a fitting choice for your video.",video,video-supported,prompt-supported,1,source_available,"I recommend 'True Story' by Young Legend featuring Kyle Bent. It's a track from the album 'True Story' and combines elements of Hip-Hop, electronic, dance, pop, and rock. The song has a fast-paced techno sound with male vocals, which could be a fitting choice for your video.",audio-supported,1,Claim relies on music sound and genre features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre features.""
}",video-supported,1,0,1
3225,QtCxsZNx8pE,QtCxsZNx8pE_zmWpJONAYzU,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,It has a unique,unknown,unsupported,prompt-supported,0,no_detected_support_source,"I recommend 'Comme un seul homme' by Couturier. It's a track from their album 'Comme un seul homme'. The song combines elements of rock, indie, and alternative with electronic influences. It has a unique and experimental sound that could add an interesting touch to your video.",audio-supported,1,"The claim refers to the song's unique sound, which is described in terms of music genres and influences.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim refers to the song's unique sound, which is described in terms of music genres and influences.""
}",unsupported,0,0,0
2242,sCbKPeDTPVU,sCbKPeDTPVU_IHuI6bHQzAo,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,It has a catchy,unknown,unsupported,prompt-supported,0,no_detected_support_source,"I recommend 'DRUNK LOVE 2014' by Keaira LaShae. It's a track from her album 'DRUNK LOVE 2014'. The song combines elements of pop, R&B, and electronic music, with female vocals. It has a catchy and energetic vibe that could be a great fit for your video.",audio-supported,1,The claim relies on the song's characteristics (catchy and energetic vibe) which are described in the audio modality.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim relies on the song's characteristics (catchy and energetic vibe) which are described in the audio modality.""
}",unsupported,0,0,0
4148,HdVY4pBsahU,HdVY4pBsahU_12WBWg1BAmU,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,1,I recommend 'Survive Life' by FRESH.,general,general-supported,prompt-supported,1,source_available,"I recommend 'Survive Life' by FRESH. It's a hip-hop track with electronic and indie influences. The song has a fast-paced beat and male vocals, which can add an energetic and unique touch to your video.",audio-supported,1,"Claim relies on music genre, tempo, and vocals mentioned in the explanation.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre, tempo, and vocals mentioned in the explanation.""
}",general-supported,1,0,1
2378,2WzHhtkF8JM,2WzHhtkF8JM_0Y1v5HCWz6M,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,upbeat vibe that would be a great fit for your video.,video,video-supported,prompt-supported,1,source_available,"In the music video for '이러쿵 저러쿵' by F-ve Dolls, you can see the members of F-ve Dolls in their cute and colorful outfits. The song is a mix of pop, dance, and electronic genres, with female vocals. It has a catchy and upbeat vibe that would be a great fit for your video.",video-supported,1,Claim relies on visual content of the music video for '이러쿵 저러쿵' by F-ve Dolls.,"{
  ""support_source"": ""video-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on visual content of the music video for '이러쿵 저러쿵' by F-ve Dolls.""
}",video-supported,1,1,1
2325,gHavEbG_MWg,gHavEbG_MWg_BkB1s1VJe44,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,synth sounds that could be a fitting choice for your video.,video,video-supported,prompt-supported,1,source_available,"I recommend 'Dmack & Freshkid From The Back' by Dj Taj. It's a track from the album 'Dmack & Freshkid From The Back'. This song combines elements of Hip-Hop, electronic, dance, electro, and pop. It has a fast-paced beat and synth sounds that could be a fitting choice for your video.",audio-supported,1,Claim relies on audio features like synth sounds and genre to make a recommendation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on audio features like synth sounds and genre to make a recommendation.""
}",video-supported,1,0,1
3565,G_PjcAfVJkY,G_PjcAfVJkY_butKQYYzySM,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,It has a unique,unknown,unsupported,prompt-supported,0,no_detected_support_source,"I recommend 'Karavaani kulkee' by Paleface feat;. It's a track from their album 'Karavaani kulkee'. The song combines elements of Hip-Hop, rock, electronic, and pop, with a touch of indie influences. It has a unique and experimental sound that could add an interesting dimension to your video.",audio-supported,1,The claim relies on the song's unique sound and genre-bending elements.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim relies on the song's unique sound and genre-bending elements.""
}",unsupported,0,0,0
910,5lKPjuBuYDc,5lKPjuBuYDc_KjSks1ZBt_U,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,5,It would be a great fit for your video.,video,video-supported,prompt-supported,1,source_available,"I recommend 'I Gotta Feeling' by The Black Eyed Peas. It's a popular track from their album 'I Gotta Feeling'. The song combines elements of rock, electronic, and indie genres, with a fast-paced and energetic sound. It would be a great fit for your video.",audio-supported,1,"The explanation mentions the song's genre, sound, and tempo, which are audio-based features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation mentions the song's genre, sound, and tempo, which are audio-based features.""
}",video-supported,1,0,1
54,_8YWB9SlUFU,_8YWB9SlUFU_QP5qHCe9FP4,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,4,alternative with female vocals.,audio,audio-supported,prompt-supported,1,source_available,"In terms of music style, 'Youth' by Daughter is a perfect fit. It's a track from their album 'If You Leave' and combines elements of indie, rock, and alternative with female vocals. The song has a unique and captivating sound that would complement your video.",audio-supported,1,Claim is supported by the music sound and genre mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the music sound and genre mentioned in the explanation.""
}",audio-supported,1,1,1
1395,ufnqxvG8TZ4,ufnqxvG8TZ4_t4zXT4mcPUI,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,6,experimental sound that could add an interesting touch to your video.,video,video-supported,prompt-supported,1,source_available,"I recommend 'Zwoardduel' by Samoerai. It's a track from their album 'Zwoardduel'. The song combines elements of Hip-Hop, electronic, rock, and indie with a touch of pop. It has a unique and experimental sound that could add an interesting touch to your video.",audio-supported,1,Claim relies on the song's unique sound and genre combination.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on the song's unique sound and genre combination.""
}",video-supported,1,0,1
1896,kt2lmbNPFk4,kt2lmbNPFk4_C5PUb0hCtj4,wo_prompt,text prompt feature and user text are removed; title/artist metadata is kept,1,"In terms of music, 'Keep Your Head Down' by 동방신기 (TVXQ; 동방신기) is a perfect fit.",audio,audio-supported,prompt-supported,1,source_available,"In terms of music, 'Keep Your Head Down' by 동방신기 (TVXQ; 동방신기) is a perfect fit. It's a track from their album 'Keep Your Head Down' and combines elements of Hip-Hop, electronic, dance, and pop. The song has a fast-paced techno sound with male vocals, which aligns well with the energetic and dynamic vibe you're looking for.",audio-supported,1,"Claim relies on music genre, sound, and male vocals mentioned in the audio modality.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre, sound, and male vocals mentioned in the audio modality.""
}",audio-supported,1,1,1
357,aXgXFr89wpY,aXgXFr89wpY_5cdy3zeBS0w,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,"Although there is no specific information about the track, it aligns well with your preferences for male vocals",preference,preference-supported,video-supported,1,source_available,"Allow me to recommend 'I'm Alive' by Da Messenger ft; 2012. It's a track that combines elements of hip-hop, rock, and electronic beats. Although there is no specific information about the track, it aligns well with your preferences for male vocals and electronic beats.",audio-supported,1,"Claim relies on music sound and genre features (hip-hop, rock, electronic beats) to align with user preferences for male vocals and electronic beats.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre features (hip-hop, rock, electronic beats) to align with user preferences for male vocals and electronic beats.""
}",preference-supported,1,0,1
1509,rVO2byp-tWg,rVO2byp-tWg_m0YLOxKlURQ,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,it features a female vocalist.,audio,audio-supported,video-supported,1,source_available,"In that case, I would recommend 'Carry You Home' by Zara Larsson. This track has a mainstream and contemporary sound, and it features a female vocalist. It's part of the album 'Carry You Home' by Zara Larsson.",audio-supported,1,Claim is supported by the music sound and genre information provided.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the music sound and genre information provided.""
}",audio-supported,1,1,1
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,"Although I don't have much information about this track, it aligns well with the pop, dance",video,video-supported,video-supported,0,source_removed_by_wo_video,"Allow me to recommend 'Santaye' by Santaye. It's a pop track with electronic and dance elements. Although I don't have much information about this track, it aligns well with the pop, dance, and electronic genres you're interested in. It may also feature a female vocalist like Santaye.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",video-supported,0,0,0
3170,pT9lqqvBsdo,pT9lqqvBsdo_iF7HM0jzDP8,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,If you're looking for something more on the electronic side with a mix of techno,prompt,prompt-supported,video-supported,1,source_available,"Certainly! If you're looking for something more on the electronic side with a mix of techno and synth, I recommend 'The Wave' by The Wave. This track combines electronic, dance, and pop elements with a touch of techno and synth. It's a perfect fit for your video.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",prompt-supported,1,0,1
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,The song features strong female vocals,audio,audio-supported,video-supported,1,source_available,Sure! How about 'I'm A Slave 4 U' by Britney Spears? It's a pop track with electronic and dance influences. The song features strong female vocals and has a catchy and upbeat vibe that could be a great fit for your video.,audio-supported,1,The claim is supported by the audio features mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim is supported by the audio features mentioned in the explanation.""
}",audio-supported,1,1,1
1835,i14CO18tEJA,i14CO18tEJA_wyDJKPE1cII,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,soul with fast beats.,audio,audio-supported,video-supported,1,source_available,"Certainly! I recommend 'The Way I Am' by J. Cole. It's a track that combines elements of hip-hop, electronic, and soul with fast beats. Although I don't have much information about this track, it seems to align well with your preferences.",audio-supported,1,Claim relies on music genre and tempo information from audio modality.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and tempo information from audio modality.""
}",audio-supported,1,1,1
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,2,It's a track by Kapris that combines electronic,audio,audio-supported,video-supported,1,source_available,"Certainly! I recommend 'Kapris - TOPCRIMINAL'. It's a track by Kapris that combines electronic and chillout elements. Although I don't have much information about this specific track, it aligns with Kapris' style and could be a fitting choice for your video.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",audio-supported,1,1,1
2060,vJ4se76h4pg,vJ4se76h4pg_E4o8oOlzTAQ,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,5,It could be a fitting choice for your video.,video,video-supported,video-supported,0,source_removed_by_wo_video,"Allow me to recommend 'EMBRUJADA' by DESPISTAOS. It's a track from their album 'EMBRUJADA'. It combines elements of indie, punk, and alternative with a touch of pop and drum influences. It could be a fitting choice for your video.",audio-supported,1,The recommendation is based on the music genre and style mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The recommendation is based on the music genre and style mentioned in the explanation.""
}",video-supported,0,0,0
3788,cv-jSWbgOKU,cv-jSWbgOKU_C5A5d8ZWeWQ,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,4,It has a guitar-focused sound,audio,audio-supported,video-supported,1,source_available,"Certainly! How about 'Let Her Go' by Passenger? It's a track from their album 'Let Her Go'. It combines elements of rock, indie, and alternative with acoustic and folk influences. It has a guitar-focused sound and features male vocals. This track could be a fitting choice for your video.",audio-supported,1,Claim is supported by the description of music sound and genre.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the description of music sound and genre.""
}",audio-supported,1,1,1
1698,lgBOgKr-HJo,lgBOgKr-HJo_tA5vcZ7CJyI,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,7,could be a fitting choice for your video.,video,video-supported,video-supported,0,source_removed_by_wo_video,"Allow me to recommend 'Papa Noel' by Stromae vs Wham. It's a track from their album 'Papa Noel'. It combines elements of pop, electronic, and soul with a touch of dance and rock. The song has a 80s vibe and features guitar and male vocals. It was released in 2012 and could be a fitting choice for your video.",video-supported,1,"The explanation mentions 'your video', indicating a direct connection to the video modality.","{
  ""support_source"": ""video-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation mentions 'your video', indicating a direct connection to the video modality.""
}",video-supported,0,1,0
2711,YJtkZTx7fmE,YJtkZTx7fmE_uJdYPnlSqEs,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,4,It's part of the album 'Soulful' by The Soulful.,audio,audio-supported,video-supported,1,source_available,"In that case, I would recommend 'Soulful' by The Soulful. This track has a soulful and indie vibe, perfect for creating a unique and captivating atmosphere. It's part of the album 'Soulful' by The Soulful.",audio-supported,1,Claim relies on music sound and genre information.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre information.""
}",audio-supported,1,1,1
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,Allow me to recommend 'Sunshine' by Mon Feijóo (Mon Musicóo).,audio,audio-supported,video-supported,1,source_available,"Allow me to recommend 'Sunshine' by Mon Feijóo (Mon Musicóo). It's a track from their album 'Sunshine'. It combines elements of indie, folk, and rock with a female vocalist. The song also features guitar and drum elements that could be a fitting choice for your video.",audio-supported,1,"Recommendation relies on music genre, style, and artist information.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Recommendation relies on music genre, style, and artist information.""
}",audio-supported,1,1,1
358,4ldBWUbiDTM,4ldBWUbiDTM_bs9xnYfKAQA,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,Allow me to recommend 'La Crus' by La Crus.,general,general-supported,video-supported,1,source_available,"Allow me to recommend 'La Crus' by La Crus. It's a track from their album 'La Crus'. It combines elements of rock, pop, and indie with female vocals that could be a fitting choice for your video. It has a 80s vibe and was released in 2012, which may contain the specific elements you want.",audio-supported,1,"Claim relies on music genre, female vocals, and release year for recommendation.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre, female vocals, and release year for recommendation.""
}",general-supported,1,0,1
3916,TME4uekY9hc,TME4uekY9hc_p79AdYDjlFU,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,"In that case, I would recommend 'Vibe Tribe' by Just Juice.",general,general-supported,video-supported,1,source_available,"In that case, I would recommend 'Vibe Tribe' by Just Juice. This track has a chillout and relaxed vibe, perfect for creating a relaxed atmosphere. It's part of the album 'Vibe Tribe' and offers a mix of Hip-Hop, electronic, rock, and chillout genres.",audio-supported,1,Recommendation depends on music genre and style mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Recommendation depends on music genre and style mentioned in the explanation.""
}",general-supported,1,0,1
3605,Iyy9VDuS3oM,Iyy9VDuS3oM_4oB7o8Tl9so,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,5,electronic beats that could be a fitting choice for your video.,video,video-supported,video-supported,0,source_removed_by_wo_video,"Allow me to recommend 'ARTMATA - 2012 - 2013'. It's a track from ARTMATA's album 'ARTMATA - 2012 - 2013'. It combines elements of indie, rock, and electronic with a focus on drums and electronic beats that could be a fitting choice for your video.",audio-supported,1,Claim relies on music sound and genre features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre features.""
}",video-supported,0,0,0
410,q5bry6xHfxc,q5bry6xHfxc_TxqJOm0601k,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,3,R&B with vocal presence.,audio,audio-supported,video-supported,1,source_available,"Certainly! I recommend 'Blaze' by J-Blaze featuring HD. It's a track that combines elements of Hip-Hop, electronic, and R&B with vocal presence. Although I don't have much information about this track, it seems to align with your preferences.",audio-supported,1,Claim relies on music genre and vocal presence in the audio track.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and vocal presence in the audio track.""
}",audio-supported,1,1,1
457,_MV0BuKm0VE,_MV0BuKm0VE_xbzDeFsKwfY,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,Allow me to recommend 'House Music' by Nicky Romero featuring Fast Eddie.,audio,audio-supported,video-supported,1,source_available,"Allow me to recommend 'House Music' by Nicky Romero featuring Fast Eddie. It's a track from the album 'House Music'. It combines elements of house, electro, and pop with a fast-paced techno beat. It could be a fitting choice for your video.",audio-supported,1,Recommendation based on music genre and style,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Recommendation based on music genre and style""
}",audio-supported,1,1,1
410,q5bry6xHfxc,q5bry6xHfxc_TxqJOm0601k,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,1,I recommend 'Blaze' by J-Blaze featuring HD.,general,general-supported,video-supported,1,source_available,"Certainly! I recommend 'Blaze' by J-Blaze featuring HD. It's a track that combines elements of Hip-Hop, electronic, and R&B with vocal presence. Although I don't have much information about this track, it seems to align with your preferences.",audio-supported,1,"Recommendation based on music genre, style and vocal presence.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Recommendation based on music genre, style and vocal presence.""
}",general-supported,1,0,1
559,1fMjQttld5U,1fMjQttld5U_-_Q9D5vl8lQ,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,2,It's a track from her album 'Encontrei'.,audio,audio-supported,video-supported,1,source_available,"Allow me to recommend 'Encontrei' by Marina Elali. It's a track from her album 'Encontrei'. It combines elements of pop, rock, and electronic with female vocals that could be a fitting choice for your video.",audio-supported,1,Claim relies on music metadata (album title) and genre information.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music metadata (album title) and genre information.""
}",audio-supported,1,1,1
1333,sZNtPlWq5gI,sZNtPlWq5gI_tl_4Jx7umvs,wo_video,video feature is zeroed; title/artist injection follows INJECT_TITLE,2,"It's a track that combines elements of hip-hop, electronic",audio,audio-supported,video-supported,1,source_available,"Allow me to recommend 'Christmas in Hollis'. It's a track that combines elements of hip-hop, electronic, and rock genres, with a touch of holiday spirit. Although I don't have much information about this track, it seems to align well with your preferences.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",audio-supported,1,1,1
