exp,sample_idx,video_id,claim_id,claim_text,claim_type,support_source,parent_source,attribute_terms,verification,reference_positive_evidence,reference_negative_evidence
no_explicit_norm,3277,P4FXiFFJHFM,1,Allow me to recommend 'Derroche de amor' by Alex Campos.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3277,P4FXiFFJHFM,2,It's a track from his album 'Derroche de amor'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3277,P4FXiFFJHFM,3,"This song combines elements of rock, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3277,P4FXiFFJHFM,4,alternative with strong vocal,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3277,P4FXiFFJHFM,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3277,P4FXiFFJHFM,6,energetic vibe that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3294,lMkhbZJsoso,1,"I'm looking for a track that combines hip-hop, pop, R&B",prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3294,lMkhbZJsoso,2,"Although I don't have a specific recommendation for you, I can recommend the track 'Für mich' by F.A.R.A.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3294,lMkhbZJsoso,3,"It's a hip-hop, pop, R&B",unknown,unsupported,audio-supported,,,,
no_explicit_norm,3294,lMkhbZJsoso,4,soul track with electronic,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3294,lMkhbZJsoso,5,"Although I don't have a specific recommendation for you, I can recommend the track 'Für mich' by F.A.R.A.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3317,yN6J9nQSaJw,1,How about 'Tic Tic' by DUMBFOUNDEAD featuring Intuition?,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3317,yN6J9nQSaJw,2,"It's a track that combines elements of hip-hop, R&B",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3317,yN6J9nQSaJw,3,The song has a catchy beat,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3317,yN6J9nQSaJw,4,"a smooth vocal performance, which can add a dynamic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3317,yN6J9nQSaJw,5,modern touch to your project.,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3331,-F_a2fpE35w,1,Allow me to recommend 'Hero' by Skillet.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3331,-F_a2fpE35w,2,It's a track from their album 'Hero'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3331,-F_a2fpE35w,3,"It combines elements of alternative rock, metal",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3331,-F_a2fpE35w,4,The song has a powerful,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3331,-F_a2fpE35w,5,energetic sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3331,-F_a2fpE35w,6,"It was released in 2010, which may contain the specific element you want.",prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3350,tmGn6cBy-l4,1,Allow me to recommend 'Elephant' by Coinslot.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3350,tmGn6cBy-l4,2,It's a track from their album 'Elephant'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3350,tmGn6cBy-l4,3,"It combines elements of indie rock, electronic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3350,tmGn6cBy-l4,4,The song has a unique blend of guitar,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3350,tmGn6cBy-l4,5,"electronic sounds, which could be a fitting choice for your video.",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3374,bpgUPqKsIUQ,1,"In that case, I would recommend 'Jealousy' by B.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3374,bpgUPqKsIUQ,2,This track has a soulful,unknown,unsupported,metadata-supported,,,,
no_explicit_norm,3374,bpgUPqKsIUQ,3,"pop sound, with elements of Hip-Hop, R&B",metadata,metadata-supported,metadata-supported,hip-hop;pop;r&b,partially_supported,,
no_explicit_norm,3374,bpgUPqKsIUQ,4,It's part of the album 'Jealousy',metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3374,bpgUPqKsIUQ,5,would be a great fit for your video.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3375,5CPOsLa2Rws,1,Allow me to recommend 'Meu Beatchoro' by Beatchoro.,metadata,metadata-supported,metadata-supported,beat,supported,,
no_explicit_norm,3375,5CPOsLa2Rws,2,It's a track from their album 'Meu Beatchoro'.,metadata,metadata-supported,metadata-supported,beat,supported,,
no_explicit_norm,3375,5CPOsLa2Rws,3,"The song combines elements of hip-hop, jazz",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3375,5CPOsLa2Rws,4,rock with a male vocalist,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3375,5CPOsLa2Rws,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3375,5CPOsLa2Rws,6,has a unique blend of genres that could be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3420,LDfsQTfNeNk,1,Allow me to recommend 'This is My Way' by kid.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3420,LDfsQTfNeNk,2,It's a track from Ana Tijoux's album '1977'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3420,LDfsQTfNeNk,3,"The song combines elements of pop, electronic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3420,LDfsQTfNeNk,4,hip-hop with female vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3420,LDfsQTfNeNk,5,It has a catchy,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3420,LDfsQTfNeNk,6,energetic vibe that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3435,SecgP8tYXb4,1,Allow me to recommend 'Mal à dire' by Fababy.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3435,SecgP8tYXb4,2,It's a track from his album 'Mal à dire'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3435,SecgP8tYXb4,3,"It combines elements of hip-hop, rock",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3435,SecgP8tYXb4,4,pop with techno beats that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3435,SecgP8tYXb4,5,The song features male vocals,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3435,SecgP8tYXb4,6,"was released in 2012, which may contain the specific elements you want.",prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3456,ualwCoJsBgQ,1,Allow me to recommend 'Prayer' by Dre Zee.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3456,ualwCoJsBgQ,2,It's a track from his album 'Prayer'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3456,ualwCoJsBgQ,3,"It combines elements of hip-hop, R&B",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3456,ualwCoJsBgQ,4,soul with indie influences.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3456,ualwCoJsBgQ,5,The song features guitar,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3456,ualwCoJsBgQ,6,"male vocals, which could be a fitting choice for your video.",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3477,U9fIBdlcTMc,1,I recommend '애 너 너 (Ah-Ah-Ah) (feat.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3477,U9fIBdlcTMc,2,윤)' by 애 너 너.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3477,U9fIBdlcTMc,3,It's a track with pop,unknown,unsupported,metadata-supported,,,,
no_explicit_norm,3477,U9fIBdlcTMc,4,"electronic influences, featuring female vocals.",metadata,metadata-supported,metadata-supported,electronic;female vocals;male vocals;vocal;vocals,supported,,
no_explicit_norm,3477,U9fIBdlcTMc,5,It has a catchy,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3477,U9fIBdlcTMc,6,energetic vibe that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3513,u6uIr6mGzWM,1,Allow me to recommend 'The Rebound' by Verseatile featuring Traphik.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3513,u6uIr6mGzWM,2,It's a track from their album 'The Rebound'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3513,u6uIr6mGzWM,3,"It combines elements of hip-hop, electronic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3513,u6uIr6mGzWM,4,indie with a dance,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3513,u6uIr6mGzWM,5,beat-focused sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3525,A6Wslro1JkQ,1,Allow me to recommend 'Wszystko' by Iwona Wegrowska.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3525,A6Wslro1JkQ,2,soul track with female vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3525,A6Wslro1JkQ,3,"Although I don't have much information about this specific track, Iwona Wegrowska's music is known for its pop",unknown,unsupported,audio-supported,,,,
no_explicit_norm,3525,A6Wslro1JkQ,4,her distinctive female vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3525,A6Wslro1JkQ,5,It may be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3527,vhowLbfEEWE,1,Allow me to recommend 'Moves Like Jagger (Remix)' by Maroon 5.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3527,vhowLbfEEWE,2,It's a remix of the original song,unknown,unsupported,unsupported,,,,
no_explicit_norm,3527,vhowLbfEEWE,3,"The track combines elements of electronic, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3527,vhowLbfEEWE,4,"dance genres, which aligns well with Keenan Cahill's style.",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3527,vhowLbfEEWE,5,It has a fast-paced beat,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3527,vhowLbfEEWE,6,"was recorded in 2011, which may contain the specific elements you want.",prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3554,dmY6wc0dpPw,1,I recommend 'The Way I Feel' by Coheed,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3554,dmY6wc0dpPw,2,It's a track from their album 'The Way I Feel'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3554,dmY6wc0dpPw,3,"The song combines elements of hard rock, heavy metal",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3554,dmY6wc0dpPw,4,It has a powerful,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3554,dmY6wc0dpPw,5,energetic sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3575,oXZA8XMJZs4,1,Allow me to recommend 'SKRÓTY' by HRYCU / MJK.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3575,oXZA8XMJZs4,2,It's a track from their album 'SKRÓTY'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3575,oXZA8XMJZs4,3,"It combines elements of hip-hop, R&B",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3575,oXZA8XMJZs4,4,electronic music with female vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3575,oXZA8XMJZs4,5,The song has a pop,unknown,unsupported,general-supported,,,,
no_explicit_norm,3575,oXZA8XMJZs4,6,"soul vibe, which could be a fitting choice for your video.",general,general-supported,general-supported,,,,
no_explicit_norm,3597,-_MrEEi-7HM,1,G I' I'm G I' I'm G I's I'm G I' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I'm G' I,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,1,the music of the music.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,2,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,3,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,4,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,5,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,6,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,7,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,8,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,9,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,10,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,11,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,12,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,13,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,14,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,15,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,16,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,17,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3608,i3fK8HuF3JY,18,I'm a music producer.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3609,pNhFBT3yFTk,1,I don't have any recommendations that specifically combine rock,general,general-supported,general-supported,,,,
no_explicit_norm,3609,pNhFBT3yFTk,2,"However, I can recommend 'Dhruv Dhalla' by Dhruv Dhalla.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3609,pNhFBT3yFTk,3,"It's a track that combines elements of rock, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3609,pNhFBT3yFTk,4,Although I don't have specific information about the rock,unknown,unsupported,metadata-supported,,,,
no_explicit_norm,3609,pNhFBT3yFTk,5,"electronic genres, I can recommend 'Dhruv Dhalla' by Dhruv Dhalla.",metadata,metadata-supported,metadata-supported,electronic,supported,,
no_explicit_norm,3609,pNhFBT3yFTk,6,"It's a track that combines elements of rock, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3609,pNhFBT3yFTk,7,Although I don't have specific information about the rock,unknown,unsupported,metadata-supported,,,,
no_explicit_norm,3636,O30F9cxtlVM,1,Allow me to recommend 'Mi Gente' by J Balvin.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3636,O30F9cxtlVM,2,It's a track from the album 'Mi Gente'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3636,O30F9cxtlVM,3,"This song combines elements of hip-hop, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3636,O30F9cxtlVM,4,It has a catchy beat,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3636,O30F9cxtlVM,5,a vibrant sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3653,Al7bbZI74xw,1,"In that case, I would recommend 'Mi Vida' by El Chino.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3653,Al7bbZI74xw,2,This track has a 90s feel,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3653,Al7bbZI74xw,3,features a male vocal.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3653,Al7bbZI74xw,4,"It's a perfect fit for your video, combining elements of Hip-Hop, electronic",general,general-supported,general-supported,,,,
no_explicit_norm,3653,Al7bbZI74xw,5,pop with a touch of 90s.,unknown,unsupported,general-supported,,,,
no_explicit_norm,3653,Al7bbZI74xw,6,It's a great choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3684,LfyxIib8agk,1,Allow me to recommend 'Romper El Hielo' by LA KLAVE.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3684,LfyxIib8agk,2,It's an electronic dance track with a techno sound.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3684,LfyxIib8agk,3,"Although I don't have much information about the track, it aligns well with your preferences for electronic",preference,preference-supported,preference-supported,electronic,supported,"the user demonstrates a strong affinity for electronic music, particularly styles driven by powerful, rhythmic beats. they are drawn to music with hip-hop and techno influences, appreciating the energy and driving force these genres provide. the user values a clear, impactful beat that they can 'feel,' and expresses a preference for music that isn't overly layered or chaotic. while appreciating innovation in production, they prioritize a 'punchy' and accessible rhythm over complex or atmospheric soundscapes. they seem to enjoy music with hypnotic melodies and are captivated by fast tempos, as exemplified by their enthusiasm for satnik & doctor silva. the user strongly prefers electronic music. the user enjoys music with hip-hop and techno influences. the user favors music with a strong, driving rhythm and beat. the user prefers music that is not overly layered or chaotic. the user appreciates fast tempos and energetic music. the user values a 'punchy' and accessible rhythm over complex production. the user is drawn to music with hypnotic melodies.",
no_explicit_norm,3684,LfyxIib8agk,4,dance music with fast beats.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3708,cKQWxtjWBs8,1,G I'm G I'm G.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3708,cKQWxtjWBs8,2,I'm G'm G' I'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm G'm'm G'm'm G'm'm G'm'm G'm'm G,unknown,unsupported,unsupported,,,,
no_explicit_norm,3739,HRQBiBdEdOE,1,I suggest you consider 'Wenn Du Gehst' by Tim Bendzko.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3739,HRQBiBdEdOE,2,It's a track from his album 'Wenn Du Gehst'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3739,HRQBiBdEdOE,3,"The song combines elements of indie, rock",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3739,HRQBiBdEdOE,4,folk with a touch of metal.,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3739,HRQBiBdEdOE,5,It has a guitar-focused sound,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3739,HRQBiBdEdOE,6,"This track could be a fitting choice for your video, combining the indie",general,general-supported,general-supported,,,,
no_explicit_norm,3739,HRQBiBdEdOE,7,folk elements you're looking for with the metal,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3746,TMeh94SImcg,1,How about 'Forever' by E - Moolah?,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3746,TMeh94SImcg,2,It's a track from their album 'Forever'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3746,TMeh94SImcg,3,"The song combines elements of Hip-Hop, R&B",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3746,TMeh94SImcg,4,It has a fast-paced beat,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3746,TMeh94SImcg,5,features loud male vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3746,TMeh94SImcg,6,It could be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3801,2oNN37dbQM8,1,Allow me to recommend 'Snow on the branches' by Gummy.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3801,2oNN37dbQM8,2,It's a track from Stefanie Sun's album 'Snow on the branches'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3801,2oNN37dbQM8,3,"It combines elements of pop, rock",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3801,2oNN37dbQM8,4,indie with female vocals.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3801,2oNN37dbQM8,5,The song features guitar,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3801,2oNN37dbQM8,6,has a unique blend of genres that could be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3838,Ig3NpFxgo94,1,"In that case, I would recommend 'My Immortal' by Evanescence.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3838,Ig3NpFxgo94,2,"This track is a perfect fit for your needs, as it combines elements of pop, rock",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3838,Ig3NpFxgo94,3,electronic music with emotional lyrics.,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3838,Ig3NpFxgo94,4,It's a beautiful song that would complement a dramatic scene in a video.,video,video-supported,video-supported,,,,
no_explicit_norm,3848,OZO0HlVqb4I,1,I recommend 'Mon Coucher D'Soleil' by Jean-Luc Rosier.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3848,OZO0HlVqb4I,2,It's a track from Esther Mugabu's album 'Mon Coucher D'Soleil'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3848,OZO0HlVqb4I,3,"This song combines elements of pop, electronic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3848,OZO0HlVqb4I,4,"soul, which aligns well with the style you're looking for.",prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3848,OZO0HlVqb4I,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3848,OZO0HlVqb4I,6,upbeat vibe that could add a unique touch to your video.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,1,I'm a mix of Hip-Hop.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,2,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,3,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,4,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,5,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,6,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,7,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,8,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3854,o0v1PJLLCOU,9,I'm looking for a mix of Hip-Hop.,prompt,prompt-supported,prompt-supported,,,,
no_explicit_norm,3868,JZ90v4OTouI,1,Allow me to recommend 'Pookey' by Pookey.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3868,JZ90v4OTouI,2,It's a track from their album 'Pookey'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3868,JZ90v4OTouI,3,"It combines elements of hip-hop, electronic",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3868,JZ90v4OTouI,4,fast-paced drums that could be a fitting choice for your video.,video,video-supported,video-supported,,,,
no_explicit_norm,3879,S1_4mMOJhsM,1,Allow me to recommend 'Yene Akal' by Jacky Gosee.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3879,S1_4mMOJhsM,2,R&B track with Indian vocal elements.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3879,S1_4mMOJhsM,3,The song has a pop,unknown,unsupported,audio-supported,,,,
no_explicit_norm,3879,S1_4mMOJhsM,4,electronic sound with a touch of rock.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3879,S1_4mMOJhsM,5,It was released in 2014,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3879,S1_4mMOJhsM,6,could be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3886,OCbQUH1DKFM,1,"In that case, I would recommend 'Hva Skal Jeg Gøre' by Harms & Frisk.",metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3886,OCbQUH1DKFM,2,"This track combines elements of Hip-Hop, R&B, soul",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3886,OCbQUH1DKFM,3,It has a smooth,unknown,unsupported,unsupported,,,,
no_explicit_norm,3886,OCbQUH1DKFM,4,soulful vibe that would be perfect for your video.,unknown,unsupported,unsupported,,,,
no_explicit_norm,3890,tK0e5Q7VzwM,1,Allow me to recommend 'GROSU' by GROSU.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3890,tK0e5Q7VzwM,2,It's a track from their album 'GROSU'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3890,tK0e5Q7VzwM,3,"The song combines elements of pop, rock",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3890,tK0e5Q7VzwM,4,indie with female vocals,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3890,tK0e5Q7VzwM,5,It has a unique,unknown,unsupported,general-supported,,,,
no_explicit_norm,3890,tK0e5Q7VzwM,6,distinctive style that could be a fitting choice for your video.,general,general-supported,general-supported,,,,
no_explicit_norm,3900,c6gTcwOCzW0,1,I'm also interested in R&B influences.,metadata,metadata-supported,metadata-supported,r&b,not_found,,
no_explicit_norm,3900,c6gTcwOCzW0,2,I'm also interested in fast-paced beats,metadata,metadata-supported,metadata-supported,beat;beats;fast-paced,partially_supported,,
no_explicit_norm,3900,c6gTcwOCzW0,3,I'm also interested in R&B influences.,metadata,metadata-supported,metadata-supported,r&b,not_found,,
no_explicit_norm,3900,c6gTcwOCzW0,4,I'm also interested in fast-paced beats,metadata,metadata-supported,metadata-supported,beat;beats;fast-paced,partially_supported,,
no_explicit_norm,3900,c6gTcwOCzW0,5,I'm also interested in R&B influences.,metadata,metadata-supported,metadata-supported,r&b,not_found,,
no_explicit_norm,3900,c6gTcwOCzW0,6,I'm also interested in fast-paced beats,metadata,metadata-supported,metadata-supported,beat;beats;fast-paced,partially_supported,,
no_explicit_norm,3900,c6gTcwOCzW0,7,I'm also interested in R&B influences.,metadata,metadata-supported,metadata-supported,r&b,not_found,,
no_explicit_norm,3900,c6gTcwOCzW0,8,I'm also interested in fast-paced beats,metadata,metadata-supported,metadata-supported,beat;beats;fast-paced,partially_supported,,
no_explicit_norm,3900,c6gTcwOCzW0,9,I'm also interested in R&B influences.,metadata,metadata-supported,metadata-supported,r&b,not_found,,
no_explicit_norm,3915,4Q4VQyHfiPI,1,Allow me to recommend 'Lovumba (feat.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3915,4Q4VQyHfiPI,2,Motif)' by Daddy Yankee.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3915,4Q4VQyHfiPI,3,It's a track from their album 'Lovumba (feat.,metadata,metadata-supported,metadata-supported,,uncheckable,,
no_explicit_norm,3915,4Q4VQyHfiPI,4,"It combines elements of electronic, pop",audio,audio-supported,audio-supported,,,,
no_explicit_norm,3915,4Q4VQyHfiPI,5,dance with a strong vocal presence.,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3915,4Q4VQyHfiPI,6,The song has a fast-paced beat,audio,audio-supported,audio-supported,,,,
no_explicit_norm,3915,4Q4VQyHfiPI,7,drum-focused sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
