condition,sample_idx,claim_id,claim_text,parent_sentence,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_missing,quoted_names,quoted_verification,needs_human_review,human_bucket,human_is_genuine_error,human_note,generated_text
wo_audio_all,3256,6,R&B elements are important components of hip-hop music,"Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video.",E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,hip-hop;r&b,supported,,,not_applicable,0,,,,"I apologize for my lack of hip-hop and R&B elements in my video. I'm sorry I don't have any specific recommendations for you. However, I can suggest exploring the hip-hop and R&B elements in the music you're considering. Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video."
wo_audio_all,869,2,This track has an electronic,"This track has an electronic and dance vibe, perfect for your video.",E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,dance;electronic,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Electronic & Dance' by The Rapture. This track has an electronic and dance vibe, perfect for your video. It's a collaboration between The Rapture and The Rapture, and it's part of their album 'Electronic & Dance'. The song combines elements of Hip-Hop, electronic, and dance genres, with a focus on techno and fast-paced beats. It's a great choice for your video."
wo_audio_all,3256,7,they can add a unique,"Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video.",E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,hip-hop;r&b,supported,,,not_applicable,0,,,,"I apologize for my lack of hip-hop and R&B elements in my video. I'm sorry I don't have any specific recommendations for you. However, I can suggest exploring the hip-hop and R&B elements in the music you're considering. Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video."
wo_audio_all,869,3,"dance vibe, perfect for your video.","This track has an electronic and dance vibe, perfect for your video.",E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,dance;electronic,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Electronic & Dance' by The Rapture. This track has an electronic and dance vibe, perfect for your video. It's a collaboration between The Rapture and The Rapture, and it's part of their album 'Electronic & Dance'. The song combines elements of Hip-Hop, electronic, and dance genres, with a focus on techno and fast-paced beats. It's a great choice for your video."
wo_audio_all,3256,8,distinctive touch to your video.,"Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video.",E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,hip-hop;r&b,supported,,,not_applicable,0,,,,"I apologize for my lack of hip-hop and R&B elements in my video. I'm sorry I don't have any specific recommendations for you. However, I can suggest exploring the hip-hop and R&B elements in the music you're considering. Hip-hop and R&B elements are important components of hip-hop music, and they can add a unique and distinctive touch to your video."
wo_audio_all,2648,2,Rahshon - All Night Long'.,Rahshon - All Night Long'.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"Certainly, I recommend 'Uno Feat. Rahshon - All Night Long'. It's a track from the album 'Uno Feat. Rahshon - All Night Long'. It combines elements of Hip-Hop, electronic, and experimental genres with a fast-paced techno sound. It has a male vocal and a synth-driven beat that could be a fitting choice for your video."
wo_audio_all,777,1,I suggest checking out 'Stefano Ercolino - 70s'.,I suggest checking out 'Stefano Ercolino - 70s'.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Stefano Ercolino - 70s'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,Stefano Ercolino - 70s,not_found,1,,,,"I suggest checking out 'Stefano Ercolino - 70s'. It's a track from Stefano Ercolino's album 'Stefano Ercolino - 70s'. It combines elements of classic rock and electronic music from the 70s, which could be a fitting choice for your video."
wo_audio_all,3916,2,This track has a chillout,"This track has a chillout and relaxed vibe, similar to 'Vibe Tribe'.",E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Vibe Tribe'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,chillout,supported,,Vibe Tribe,not_found,1,,,,"In that case, I would recommend 'Vibe Tribe' by Just Juice. This track has a chillout and relaxed vibe, similar to 'Vibe Tribe'. It's a perfect fit for your video, offering a laid-back and chillout atmosphere."
wo_audio_all,3015,2,How about 'freestyle Kickass Riddim'?,How about 'freestyle Kickass Riddim'?,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['freestyle Kickass Riddim'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,freestyle Kickass Riddim,not_found,1,,,,"I understand your preference. How about 'freestyle Kickass Riddim'? Although I don't have specific information about this track, I can recommend 'Freestyle Kickass Riddim' by BIGA RANX. It's a hip-hop and electronic track with elements of rock, pop, and indie influences. It has a fast-paced and techno sound, which aligns well with the style you're looking for."
wo_audio_all,685,6,catchy song that will appeal to a wide range of listeners.,It's a versatile and catchy song that will appeal to a wide range of listeners.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In that case, I would recommend 'The Pop Side' by The Pop Side. This track has a pop influence and is a great fit for your video. It combines elements of pop, dance, and electronic genres, with a touch of 80s influence. It's a versatile and catchy song that will appeal to a wide range of listeners."
wo_audio_all,3514,1,I suggest checking out 'The Wedding Song'.,I suggest checking out 'The Wedding Song'.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['The Wedding Song'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,The Wedding Song,not_found,1,,,,"I suggest checking out 'The Wedding Song'. It's a track from the album 'The Wedding Song'. It combines elements of rock, pop, and folk with a touch of classic rock. It has a guitar-focused sound and features male vocals, which could be a fitting choice for your video."
wo_audio_all,3916,3,"relaxed vibe, similar to 'Vibe Tribe'.","This track has a chillout and relaxed vibe, similar to 'Vibe Tribe'.",E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Vibe Tribe'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,chillout,supported,,Vibe Tribe,not_found,1,,,,"In that case, I would recommend 'Vibe Tribe' by Just Juice. This track has a chillout and relaxed vibe, similar to 'Vibe Tribe'. It's a perfect fit for your video, offering a laid-back and chillout atmosphere."
wo_audio_all,3271,7,Both genres can provide a unique,Both genres can provide a unique and vibrant experience for your video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I apologize for my lack of information. I don't have any specific recommendations for hip-hop or soul music. However, I can suggest exploring the genre of hip-hop and soul in general. Hip-hop is a genre that focuses on the celebration of African-American culture and the soul genre is a form of music that emphasizes the emotional and spiritual aspects of music. Both genres can provide a unique and vibrant experience for your video."
wo_audio_all,1395,2,This track is a collaboration between The Hoods,This track is a collaboration between The Hoods and The Hoodsmen.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In that case, I would recommend 'Hip Hop' by The Hoods. This track is a collaboration between The Hoods and The Hoodsmen. It's a blend of Hip Hop and electronic genres, with a focus on indie and alternative music. The song has a fast-paced beat and techno-influenced sound that aligns with the indie and alternative vibe you're looking for."
wo_audio_all,2378,5,It's a track that can be used in a music video.,It's a track that can be used in a music video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In that case, I recommend '[Girls' Generation] by 4Minute. It's a pop and dance track with a female vocalist. It has a pop and dance vibe with a female vocalist, which aligns with your preferences. It's a track that can be used in a music video."
wo_audio_all,2368,1,I suggest considering the elements of Lana Del Rey's style in the music.,I suggest considering the elements of Lana Del Rey's style in the music.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I suggest considering the elements of Lana Del Rey's style in the music. Although I don't have specific information about the track name, album name, or artist name, I can recommend 'Lana Del Rey' by Lana Del Rey. It's a pop and rock influenced track with electronic and ambient elements that could be a fitting choice for your video."
wo_audio_all,2491,1,I don't have any specific information about the track you mentioned.,I don't have any specific information about the track you mentioned.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I don't have any specific information about the track you mentioned. However, I can recommend 'I'm Yours' by J. Holiday. It's a soul, pop, and 80s rock track that combines elements of Hip-Hop, pop, and electronic genres. It has a fast-paced beat and features electronic elements as well. It could be a fitting choice for your video."
wo_audio_all,3271,8,vibrant experience for your video.,Both genres can provide a unique and vibrant experience for your video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I apologize for my lack of information. I don't have any specific recommendations for hip-hop or soul music. However, I can suggest exploring the genre of hip-hop and soul in general. Hip-hop is a genre that focuses on the celebration of African-American culture and the soul genre is a form of music that emphasizes the emotional and spiritual aspects of music. Both genres can provide a unique and vibrant experience for your video."
wo_audio_all,2325,2,It's a track from the Dj Taj project.,It's a track from the Dj Taj project.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"Certainly, I recommend 'Tuka - 'Tuka' by Tuka. It's a track from the Dj Taj project. Although I don't have much information about this specific track, it aligns with Tuka's style of fast-paced and male vocals. It could be a fitting choice for your video."
wo_audio_all,1210,1,I suggest checking out 'Cro's style.,I suggest checking out 'Cro's style.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Cro'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,Cro,not_found,1,,,,"I suggest checking out 'Cro's style. Although I don't have specific information about the track, album, or artist, I can recommend 'Cro's style based on your preferences. 'Cro's style is known for its electronic, rock, indie, and hip-hop elements. It's a fast-paced and energetic track that could be a fitting choice for your video."
wo_audio_feature_only,3645,5,"It has a mix of pop, dance","It has a mix of pop, dance, and electronic genres with a touch of Indian beats.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop,supported,,,not_applicable,0,,,,"Allow me to recommend 'Nav Sidhu - Aap Jatt Jee'. It's a track from Nav Sidhu's album 'Nav Sidhu - Aap Jatt Jee'. It combines elements of hip-hop and R&B with electronic genres that could be a fitting choice for your video. It has a mix of pop, dance, and electronic genres with a touch of Indian beats."
wo_audio_feature_only,3514,5,folk with a touch of classic rock,"It's a track that combines elements of rock, pop, and folk with a touch of classic rock and folk.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",folk;pop;rock,supported,,,not_applicable,0,,,,"I apologize for my lack of knowledge. I'm sorry to say that I don't have enough information to recommend a specific track. However, I can recommend 'The Wedding Song' by The Wedding Song. It's a track that combines elements of rock, pop, and folk with a touch of classic rock and folk. It has a fast-paced and energetic sound with a mix of techno and electronic beats. It's a fitting choice for your video."
wo_audio_feature_only,3711,5,It has a slow,It has a slow and acoustic sound that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'Christina Ross' by Christina Ross. It's a track from her album 'Christina Ross'. It combines elements of pop, dance, and folk with a touch of jazz. It has a slow and acoustic sound that could be a fitting choice for your video."
wo_audio_feature_only,2897,3,"Although I don't have much information about this track, it is classified as electronic, dance","Although I don't have much information about this track, it is classified as electronic, dance, and indie, which aligns with your preferences.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_preference-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;indie,supported,,,not_applicable,0,,,,"Allow me to recommend 'Uniqplan - Indie & Pop'. It's a track by Uniqplan. Although I don't have much information about this track, it is classified as electronic, dance, and indie, which aligns with your preferences. It may contain elements of pop music as well."
wo_audio_feature_only,2216,2,"It's a track with a mix of rock, indie","It's a track with a mix of rock, indie and pop genres.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I recommend 'Mi Vida' by El Canto. It's a track with a mix of rock, indie and pop genres. Although I don't have much information about this track, it may contain the specific elements you want."
wo_audio_feature_only,1395,3,It has a more indie,"It has a more indie and alternative vibe, which could be a fitting choice for your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Szene' by the band Szene. It's a track that combines elements of Hip-Hop, rock, and indie. It has a more indie and alternative vibe, which could be a fitting choice for your video."
wo_audio_feature_only,2014,3,They are known for their punk,"They are known for their punk and hard rock style, which aligns with your preferences.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_preference-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",punk;rock,supported,,,not_applicable,0,,,,"I don't have any specific recommendations for you. However, I can suggest exploring the music of the band 'The Dirty Youth'. They are known for their punk and hard rock style, which aligns with your preferences. Their music is classified as rock, indie, and alternative, which may contain the specific elements you want."
wo_audio_feature_only,553,4,It has a mix of electronic,"It has a mix of electronic and pop influences, which could be a fitting choice for your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend 'The Zone' by LZ. It's a track that combines elements of hip-hop, electronic, and pop with a mix of rock and dance. It has a mix of electronic and pop influences, which could be a fitting choice for your video."
wo_audio_feature_only,685,3,"It has a mix of rock, pop","It has a mix of rock, pop, and indie influences, which aligns well with the pop side of the track.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'God Made Love Songs' by Joel Crouse. This track is a pop song that celebrates the love between God and his creation. It has a mix of rock, pop, and indie influences, which aligns well with the pop side of the track. It's a fitting choice for your video."
wo_audio_feature_only,3256,7,R&B with the electronic music of the 90s.,It's a track that combines elements of hip-hop and R&B with the electronic music of the 90s.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;r&b,supported,,,not_applicable,0,,,,I suggest you consider 'Hip-Hop' by Rick Ross. It's a track that combines elements of hip-hop and R&B with the electronic music of the 90s. It has a fast-paced and loud-paced techno-soundtrack with a mix of electronic and dance elements. It also incorporates elements of hip-hop and R&B with the electronic music of the 90s.
wo_audio_feature_only,2449,3,It's a track that combines elements of 80s,It's a track that combines elements of 80s and alternative rock with a focus on drums and vocal.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;rock,supported,,,not_applicable,0,,,,"In that case, I recommend '徐徐徐徐徐徐 I'm sorry, but I can't find a specific recommendation for you. However, I can suggest exploring the music of '徐徐徐徐' by 徐徐徐. It's a track that combines elements of 80s and alternative rock with a focus on drums and vocal. It may contain the specific elements you are looking for."
wo_audio_feature_only,2322,6,"It has a mix of rock, pop","It has a mix of rock, pop, and metal genres that could be a fitting choice for your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",metal;pop;rock,partially_supported,metal,,not_applicable,0,,,,"In that case, I would recommend 'Honey Bee by Blake Shelton'. This track has a rock and alternative vibe similar to Luke Thompson's style. It combines elements of rock, pop, and metal with a touch of 90s, which is a common element in the music of the 90s. It has a mix of rock, pop, and metal genres that could be a fitting choice for your video."
wo_audio_feature_only,54,7,folk with a touch of melancholy.,"It's a track that combines elements of rock, indie, and folk with a touch of melancholy.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",folk;indie;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'The Best of Us' by The Cure for PTSD. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy."
wo_audio_feature_only,1434,5,dance in the music.,It's a track that combines elements of funk and dance in the music.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance,supported,,,not_applicable,0,,,,"Certainly, I recommend 'Funny How You Doin't' by LMFA. It's a track that combines elements of funk and dance in the music. Although I don't have specific information about this track, it aligns with your preferences for a track that combines elements of funk and dance in the music."
wo_audio_feature_only,2325,3,It has a mix of hip-hop,It has a mix of hip-hop and electronic beats with a fast-paced and male vocals that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop,supported,,,not_applicable,0,,,,I recommend 'Tuka' by Tuka. It's a track from Tuka's album 'Tuka' that combines elements from both tracks. It has a mix of hip-hop and electronic beats with a fast-paced and male vocals that could be a fitting choice for your video.
wo_audio_feature_only,3454,3,alternative vibe with an indie,This track has a rock and alternative vibe with an indie and a strong indie and alternative vibe.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,alternative;indie;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Rock With An Indie' by The Vamps. This track has a rock and alternative vibe with an indie and a strong indie and alternative vibe. It's a great choice for a wedding reception, as it combines elements of rock with an indie and alternative vibe. It's a perfect fit for a wedding reception, as it captures the essence of a rock and alternative vibe, while also incorporating the strong indie and alternative vibe."
wo_audio_feature_only,2711,2,It's a track with a more soulful,It's a track with a more soulful and indie vibe.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,indie,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Soulful' by Vanda. It's a track with a more soulful and indie vibe. Although I don't have specific information about this track, it falls under the genres of electronic, dance, pop, and indie. It has a techno-influenced sound that could be a fitting choice for your video."
wo_audio_feature_only,3256,6,It also incorporates elements of hip-hop,It also incorporates elements of hip-hop and R&B with the electronic music of the 90s.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,electronic;hip-hop;r&b,supported,,,not_applicable,0,,,,I suggest you consider 'Hip-Hop' by Rick Ross. It's a track that combines elements of hip-hop and R&B with the electronic music of the 90s. It has a fast-paced and loud-paced techno-soundtrack with a mix of electronic and dance elements. It also incorporates elements of hip-hop and R&B with the electronic music of the 90s.
wo_audio_feature_only,806,3,electro vibe with a mix of electronic,This track has a pop and electro vibe with a mix of electronic and dance elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Einstein' by The Einstein. This track has a pop and electro vibe with a mix of electronic and dance elements. It's a great choice for a party with a pop and electro vibe. It's a catchy and danceable track that will get everyone moving and grooving."
wo_audio_feature_only,1601,2,It's an electronic track with a mix of dance,It's an electronic track with a mix of dance and electronic elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic,supported,,,not_applicable,0,,,,"I suggest you consider 'Dancehall' by Ducking. It's an electronic track with a mix of dance and electronic elements. Although I don't have specific information about the track name, album name, or artist, it could be a fitting choice for your video."
wo_audio_feature_only,2897,5,It may contain elements of pop music as well.,It may contain elements of pop music as well.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,pop,supported,,,not_applicable,0,,,,"Allow me to recommend 'Uniqplan - Indie & Pop'. It's a track by Uniqplan. Although I don't have much information about this track, it is classified as electronic, dance, and indie, which aligns with your preferences. It may contain elements of pop music as well."
wo_audio_feature_only,1455,3,"R&B vibe, along with ambient elements.","This track has a hip-hop and R&B vibe, along with ambient elements.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,ambient;hip-hop;r&b,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Стары' by Стары. This track has a hip-hop and R&B vibe, along with ambient elements. It falls under the genres of hip-hop, R&B, and ambient. It has a mix of electronic and rock elements, which could be a fitting choice for your video."
wo_audio_feature_only,1455,2,This track has a hip-hop,"This track has a hip-hop and R&B vibe, along with ambient elements.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,ambient;hip-hop;r&b,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Стары' by Стары. This track has a hip-hop and R&B vibe, along with ambient elements. It falls under the genres of hip-hop, R&B, and ambient. It has a mix of electronic and rock elements, which could be a fitting choice for your video."
wo_audio_feature_only,3454,2,This track has a rock,This track has a rock and alternative vibe with an indie and a strong indie and alternative vibe.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,alternative;indie;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Rock With An Indie' by The Vamps. This track has a rock and alternative vibe with an indie and a strong indie and alternative vibe. It's a great choice for a wedding reception, as it combines elements of rock with an indie and alternative vibe. It's a perfect fit for a wedding reception, as it captures the essence of a rock and alternative vibe, while also incorporating the strong indie and alternative vibe."
wo_audio_feature_only,806,2,This track has a pop,This track has a pop and electro vibe with a mix of electronic and dance elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Einstein' by The Einstein. This track has a pop and electro vibe with a mix of electronic and dance elements. It's a great choice for a party with a pop and electro vibe. It's a catchy and danceable track that will get everyone moving and grooving."
wo_audio_feature_only,4180,3,"Although I don't have specific information about this track, it aligns with the rock","Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,pop;rock,supported,,,not_applicable,0,,,,"In that case, I recommend 'Cuando te Amor' by Ministério Soma. It's a track with elements of rock, pop, and indie. Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned. It may contain elements of alternative as well."
wo_audio_feature_only,3121,2,It's a track with a hip-hop or electronic element.,It's a track with a hip-hop or electronic element.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,electronic;hip-hop,supported,,,not_applicable,0,,,,"In that case, I recommend 'Hip Hop' by MHD. It's a track with a hip-hop or electronic element. Although I don't have much information about this track, it might be a fitting choice for you."
wo_audio_feature_only,4180,4,pop elements you mentioned.,"Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,pop;rock,supported,,,not_applicable,0,,,,"In that case, I recommend 'Cuando te Amor' by Ministério Soma. It's a track with elements of rock, pop, and indie. Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned. It may contain elements of alternative as well."
wo_audio_feature_only,4180,2,"It's a track with elements of rock, pop","It's a track with elements of rock, pop, and indie.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I recommend 'Cuando te Amor' by Ministério Soma. It's a track with elements of rock, pop, and indie. Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned. It may contain elements of alternative as well."
wo_audio_feature_only,4180,5,It may contain elements of alternative as well.,It may contain elements of alternative as well.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,alternative,supported,,,not_applicable,0,,,,"In that case, I recommend 'Cuando te Amor' by Ministério Soma. It's a track with elements of rock, pop, and indie. Although I don't have specific information about this track, it aligns with the rock and pop elements you mentioned. It may contain elements of alternative as well."
wo_audio_feature_only,54,4,It has a pop,It has a pop and dance vibe with a touch of melancholy.,E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,部分曲風查無支持：['dance']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）,dance;pop,partially_supported,dance,,not_applicable,1,,,,"In that case, I would recommend 'The Best of Us' by The Cure for PTSD. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy."
wo_audio_feature_only,54,8,It has a pop,It has a pop and dance vibe with a touch of melancholy.,E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,部分曲風查無支持：['dance']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）,dance;pop,partially_supported,dance,,not_applicable,1,,,,"In that case, I would recommend 'The Best of Us' by The Cure for PTSD. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy. It's a track that combines elements of rock, indie, and folk with a touch of melancholy. It has a pop and dance vibe with a touch of melancholy."
