sample_idx,video_id,gt_music_id,preference_variant,user_text,original_user_text,generated_text,reference_text,music_title,music_artist,is_fallback,scope_note
2786,PTVlbhZBOqA,PTVlbhZBOqA_dz_0TGTKutg,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I'm also interested in incorporating elements of rock, soul, and blues into the music. Can you recommend something that includes these styles?","In that case, I recommend 'Mama Dice' by Efe Yerom. This track combines elements of Hip-Hop, pop, electronic, and rock genres. It has a fast-paced beat and a catchy melody that will give your video a lively and energetic feel.","Allow me to recommend 'Mama Dice' by Efe Yerom. It's a track from the artist's videoclip released in 2007. The song combines elements of rock, Hip-Hop, pop, and soul, with hints of blues. It may be a fitting choice to incorporate these styles into your video.",Mama Dice,Efe Yerom,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2786,PTVlbhZBOqA,PTVlbhZBOqA_dz_0TGTKutg,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I'm also interested in incorporating elements of rock, soul, and blues into the music. Can you recommend something that includes these styles?","I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'Mama Dice' by Efe Yerom. This track combines elements of Hip-Hop, pop, rock, and soul with a touch of jazz. It has a lyrical and emotional vibe that could be a perfect fit for your video.","Allow me to recommend 'Mama Dice' by Efe Yerom. It's a track from the artist's videoclip released in 2007. The song combines elements of rock, Hip-Hop, pop, and soul, with hints of blues. It may be a fitting choice to incorporate these styles into your video.",Mama Dice,Efe Yerom,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2798,sNyONVsPf8g,sNyONVsPf8g_0bB2faVoV48,original,"That sounds good, but I would like to add a bit more of an aggressive and intense vibe to my video. I'm also interested in rap and hip-hop elements.","That sounds good, but I would like to add a bit more of an aggressive and intense vibe to my video. I'm also interested in rap and hip-hop elements.","Allow me to recommend 'Aggressive Deep Choir Instrumental Rap Hip Hop Beat' by Sero Produktion (UndercoverKanack). It's a track that combines elements of rap, hip-hop, and electronic music. The instrumental beat has a fast-paced and intense vibe, which could be a fitting choice for your video.",Allow me to recommend 'Aggressive Deep Choir Instrumental Rap Hip Hop Beat' by Sero Produktion (UndercoverKanack). It's a track that combines aggressive rap and hip-hop beats with deep choir instrumentals. It has electronic and rock elements too. This track was released in 2014 and may contain the specific elements you're looking for to create an intense and aggressive atmosphere in your video.,Aggressive Deep Choir Instrumental Rap Hip Hop Beat,Sero Produktion (UndercoverKanack),0,prompt_text_changed_only_precomputed_text_feature_unchanged
2798,sNyONVsPf8g,sNyONVsPf8g_0bB2faVoV48,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I would like to add a bit more of an aggressive and intense vibe to my video. I'm also interested in rap and hip-hop elements.","In that case, I would recommend 'Mixtape 2012' by Sero Produktion (UndercoverKanack). This mixtape features a mix of Hip-Hop, electronic, rock, pop, and dance genres. It has a fast-paced and energetic vibe with electronic beats and a modern dance or pop feel. It's perfect for creating an upbeat and lively atmosphere in your video.",Allow me to recommend 'Aggressive Deep Choir Instrumental Rap Hip Hop Beat' by Sero Produktion (UndercoverKanack). It's a track that combines aggressive rap and hip-hop beats with deep choir instrumentals. It has electronic and rock elements too. This track was released in 2014 and may contain the specific elements you're looking for to create an intense and aggressive atmosphere in your video.,Aggressive Deep Choir Instrumental Rap Hip Hop Beat,Sero Produktion (UndercoverKanack),0,prompt_text_changed_only_precomputed_text_feature_unchanged
2798,sNyONVsPf8g,sNyONVsPf8g_0bB2faVoV48,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I would like to add a bit more of an aggressive and intense vibe to my video. I'm also interested in rap and hip-hop elements.","Allow me to recommend 'Lyrical Piano Background Music' by Sero Produktion (UndercoverKanack). It's a track that combines elements of Hip-Hop, electronic, rock, and pop with a slow tempo and a soft acoustic texture. The song has a gentle melody and a calm sentimental mood, which could be a fitting choice for your video.",Allow me to recommend 'Aggressive Deep Choir Instrumental Rap Hip Hop Beat' by Sero Produktion (UndercoverKanack). It's a track that combines aggressive rap and hip-hop beats with deep choir instrumentals. It has electronic and rock elements too. This track was released in 2014 and may contain the specific elements you're looking for to create an intense and aggressive atmosphere in your video.,Aggressive Deep Choir Instrumental Rap Hip Hop Beat,Sero Produktion (UndercoverKanack),0,prompt_text_changed_only_precomputed_text_feature_unchanged
2813,TFAyPoHmcBQ,TFAyPoHmcBQ_H_K1mi0EPdQ,original,"Sounds good, but I'm looking for something with a more rock and indie vibe.","Sounds good, but I'm looking for something with a more rock and indie vibe.","In that case, I would recommend 'Let's Get By' by Paddy Clegg. This track has a rock and indie sound with elements of alternative and indie rock. It's a catchy and energetic song that will add a unique touch to your video.","In that case, I would recommend 'Let's Get By' by Paddy Clegg. This track falls under the rock, indie, and alternative genres, and it has an indie rock and pop sound. It's a catchy and upbeat song that would add a cool vibe to your video.",Let's Get By,Paddy Clegg,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2813,TFAyPoHmcBQ,TFAyPoHmcBQ_H_K1mi0EPdQ,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","Sounds good, but I'm looking for something with a more rock and indie vibe.","In that case, I would recommend 'Let's Get By' by Paddy Clegg. This track falls under the indie, rock, and alternative genres, with electronic and pop influences. It has a fast-paced rhythm and a catchy melody that will give your video a lively and energetic feel.","In that case, I would recommend 'Let's Get By' by Paddy Clegg. This track falls under the rock, indie, and alternative genres, and it has an indie rock and pop sound. It's a catchy and upbeat song that would add a cool vibe to your video.",Let's Get By,Paddy Clegg,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2813,TFAyPoHmcBQ,TFAyPoHmcBQ_H_K1mi0EPdQ,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","Sounds good, but I'm looking for something with a more rock and indie vibe.","Allow me to recommend 'Let's Get By' by Paddy Clegg. It's a track from his album 'Let's Get By'. The song combines elements of rock, indie, and alternative with a touch of pop. It has a slow tempo and features lyrical piano, which creates a soothing and emotional atmosphere.","In that case, I would recommend 'Let's Get By' by Paddy Clegg. This track falls under the rock, indie, and alternative genres, and it has an indie rock and pop sound. It's a catchy and upbeat song that would add a cool vibe to your video.",Let's Get By,Paddy Clegg,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2819,clwWCMWqqzk,clwWCMWqqzk__zUhqGT8TWg,original,"Sounds good, but I'm looking for something with a pop and electronic vibe, preferably with female vocals.","Sounds good, but I'm looking for something with a pop and electronic vibe, preferably with female vocals.","In that case, I would recommend 'Love Game' by Lady Gaga. This track has a pop and electronic sound with female vocals. It's part of the album 'Love Game' and it's a great choice for your video.","In that case, I would recommend 'Love Game' by Lady Gaga. This track combines pop and electronic elements with catchy female vocals. It's part of the album 'LoveGame' and it's perfect for creating a vibrant and energetic atmosphere for your video.",Love Game,Lady Gaga,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2819,clwWCMWqqzk,clwWCMWqqzk__zUhqGT8TWg,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","Sounds good, but I'm looking for something with a pop and electronic vibe, preferably with female vocals.","In that case, I recommend 'Love Game' by Lady Gaga. This track is from her album 'Love Game' and offers a perfect blend of electronic, dance, and pop genres. It has a catchy beat and a bright mood that will add energy to your video.","In that case, I would recommend 'Love Game' by Lady Gaga. This track combines pop and electronic elements with catchy female vocals. It's part of the album 'LoveGame' and it's perfect for creating a vibrant and energetic atmosphere for your video.",Love Game,Lady Gaga,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2819,clwWCMWqqzk,clwWCMWqqzk__zUhqGT8TWg,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","Sounds good, but I'm looking for something with a pop and electronic vibe, preferably with female vocals.","Allow me to recommend 'Love Game' by Lady Gaga. It's a track from her album 'Love Game'. The song combines elements of pop, R&B, and hip-hop with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a perfect fit for your video.","In that case, I would recommend 'Love Game' by Lady Gaga. This track combines pop and electronic elements with catchy female vocals. It's part of the album 'LoveGame' and it's perfect for creating a vibrant and energetic atmosphere for your video.",Love Game,Lady Gaga,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2834,5O5mdmyeeOs,5O5mdmyeeOs_NujXpZbhe2g,original,"That sounds great, but I'm also interested in incorporating some hip-hop and R&B elements into the music. I'd like it to have a soulful and pop vibe. Can you recommend something that fits those genres as well?","That sounds great, but I'm also interested in incorporating some hip-hop and R&B elements into the music. I'd like it to have a soulful and pop vibe. Can you recommend something that fits those genres as well?","Allow me to recommend 'Bye B**ch' by Mouse On Tha Track. It's a track from the album 'Bye B**ch'. It combines elements of hip-hop, R&B, and pop with a soulful and electronic sound. The song has a catchy beat and a smooth vocal performance that could be a fitting choice for your video.",Allow me to recommend 'BYE B**CH' by Mouse On Tha Track. It's a hip-hop track with electronic and soul influences. The song has a pop vibe and was directed by K.Shead and Mr.Vault. It aligns well with the soulful and pop elements you're looking for in the music.,BYE B**CH,Mouse On Tha Track,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2834,5O5mdmyeeOs,5O5mdmyeeOs_NujXpZbhe2g,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I'm also interested in incorporating some hip-hop and R&B elements into the music. I'd like it to have a soulful and pop vibe. Can you recommend something that fits those genres as well?","In that case, I recommend 'BYE B**CH' by Mouse On Tha Track. This track combines elements of Hip-Hop, electronic, R&B, dance, and pop genres. It has a fast-paced beat and a catchy rhythm that will give your video a lively and energetic feel.",Allow me to recommend 'BYE B**CH' by Mouse On Tha Track. It's a hip-hop track with electronic and soul influences. The song has a pop vibe and was directed by K.Shead and Mr.Vault. It aligns well with the soulful and pop elements you're looking for in the music.,BYE B**CH,Mouse On Tha Track,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2834,5O5mdmyeeOs,5O5mdmyeeOs_NujXpZbhe2g,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I'm also interested in incorporating some hip-hop and R&B elements into the music. I'd like it to have a soulful and pop vibe. Can you recommend something that fits those genres as well?",Allow me to recommend 'Bye B**ch' by Mouse On Tha Track. It's a track with lyrical piano background music and a slow tempo. The song has a soft acoustic texture and a gentle melody that creates a calm and sentimental mood. It's a perfect fit for your video.,Allow me to recommend 'BYE B**CH' by Mouse On Tha Track. It's a hip-hop track with electronic and soul influences. The song has a pop vibe and was directed by K.Shead and Mr.Vault. It aligns well with the soulful and pop elements you're looking for in the music.,BYE B**CH,Mouse On Tha Track,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2842,8DGkFYaSgJA,8DGkFYaSgJA_SOTSguAKVl8,original,"Sounds interesting, but I'm looking for something with a more alternative rock sound and a catchy melody.","Sounds interesting, but I'm looking for something with a more alternative rock sound and a catchy melody.","In that case, I would recommend 'The Last Time' by RIOT|NOISE. This track has an alternative rock sound with elements of metal and punk. It also has a catchy melody that will keep your viewers engaged. It's part of the album 'The Last Time'.","In that case, I would recommend 'Guidance' by RIOT|NOISE. This track is an alternative rock song with influences from indie and metal genres. It has a catchy melody and is the first single from the album 'Stand For Something'. It would be a great fit for your video.",Guidance,RIOT|NOISE,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2842,8DGkFYaSgJA,8DGkFYaSgJA_SOTSguAKVl8,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","Sounds interesting, but I'm looking for something with a more alternative rock sound and a catchy melody.","In that case, I would recommend 'Guidance' by RIOT|NOISE. This track combines elements of rock, metal, and alternative genres with a touch of electronic influence. It has a fast-paced and energetic sound, perfect for creating an upbeat and modern dance vibe in your video.","In that case, I would recommend 'Guidance' by RIOT|NOISE. This track is an alternative rock song with influences from indie and metal genres. It has a catchy melody and is the first single from the album 'Stand For Something'. It would be a great fit for your video.",Guidance,RIOT|NOISE,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2842,8DGkFYaSgJA,8DGkFYaSgJA_SOTSguAKVl8,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","Sounds interesting, but I'm looking for something with a more alternative rock sound and a catchy melody.","Allow me to recommend 'The Last Goodbye' by RIOT|NOISE. It's a track from their album 'The Last Goodbye'. This song combines elements of rock, alternative, and metal with a touch of indie influences. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video.","In that case, I would recommend 'Guidance' by RIOT|NOISE. This track is an alternative rock song with influences from indie and metal genres. It has a catchy melody and is the first single from the album 'Stand For Something'. It would be a great fit for your video.",Guidance,RIOT|NOISE,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2850,ecIjuCuj0Fc,ecIjuCuj0Fc_N9m9huNTwpA,original,"That sounds like a great choice, but I'm looking for something with a pop and soul influence, preferably with female vocals. I would also like to include some guitar elements.","That sounds like a great choice, but I'm looking for something with a pop and soul influence, preferably with female vocals. I would also like to include some guitar elements.","Allow me to recommend 'Enamorada' by Cynthia. It's a pop and soul track with female vocals. Although there is no specific information about guitar elements, it aligns well with your preference for pop and soul music with female vocals.","Allow me to recommend 'Enamorada' by Cynthia. It's a pop track with soul, folk, and jazz influences. The song features Cynthia's captivating vocals and incorporates guitar elements. It was released in 2015 and is available on iTunes. This could be a perfect fit for your video, infusing it with a combination of pop, soul, and guitar-driven sound.",Enamorada,Cynthia,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2850,ecIjuCuj0Fc,ecIjuCuj0Fc_N9m9huNTwpA,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds like a great choice, but I'm looking for something with a pop and soul influence, preferably with female vocals. I would also like to include some guitar elements.","In that case, I recommend 'Enamorada' by Cynthia. This track combines pop, rock, and electronic elements with a touch of indie and alternative influences. The vocals are female, which adds a unique and captivating sound to the music. It's a perfect choice for your video.","Allow me to recommend 'Enamorada' by Cynthia. It's a pop track with soul, folk, and jazz influences. The song features Cynthia's captivating vocals and incorporates guitar elements. It was released in 2015 and is available on iTunes. This could be a perfect fit for your video, infusing it with a combination of pop, soul, and guitar-driven sound.",Enamorada,Cynthia,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2850,ecIjuCuj0Fc,ecIjuCuj0Fc_N9m9huNTwpA,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds like a great choice, but I'm looking for something with a pop and soul influence, preferably with female vocals. I would also like to include some guitar elements.","Allow me to recommend 'Enamorada' by Cynthia. It's a track from her album 'Enamorada'. The song combines elements of pop, rock, and indie with a touch of jazz. It features Cynthia's beautiful vocals and has a slow tempo and acoustic sound. The lyrics are in Spanish and the music video was directed by Carlos Pérez.","Allow me to recommend 'Enamorada' by Cynthia. It's a pop track with soul, folk, and jazz influences. The song features Cynthia's captivating vocals and incorporates guitar elements. It was released in 2015 and is available on iTunes. This could be a perfect fit for your video, infusing it with a combination of pop, soul, and guitar-driven sound.",Enamorada,Cynthia,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2882,1yNEohtQSW8,1yNEohtQSW8_OBsuZx3xPcQ,original,"That sounds great, but I would like to include some elements of Mozart Opera Rock's style in the music. I'm particularly interested in their rock and alternative components, as well as female vocals.","That sounds great, but I would like to include some elements of Mozart Opera Rock's style in the music. I'm particularly interested in their rock and alternative components, as well as female vocals.","Allow me to recommend 'Vivre à en crever' by Mozart Opera Rock. It's a track from their album 'Vivre à en crever'. The song combines elements of rock, pop, and alternative with female vocals. It was released in 2005 and may contain the specific elements you're looking for.","Allow me to recommend 'Vivre à en crever' by Mozart Opera Rock. It's a track from their self-titled album 'Vivre à en crever'. The song combines rock, pop, indie, and alternative elements with powerful female vocals, which aligns with your preferences. It was released in 2009 and could provide a unique touch to your video.",Vivre à en crever,Mozart Opera Rock,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2882,1yNEohtQSW8,1yNEohtQSW8_OBsuZx3xPcQ,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to include some elements of Mozart Opera Rock's style in the music. I'm particularly interested in their rock and alternative components, as well as female vocals.","In that case, I would recommend 'Vivre à en crever' by Mozart Opera Rock. This track is from their album 'Vivre à en crever' and offers a blend of rock, pop, and electronic genres. It has a fast-paced and energetic sound with a modern dance and pop feel. It's perfect for creating a lively and vibrant atmosphere in your video.","Allow me to recommend 'Vivre à en crever' by Mozart Opera Rock. It's a track from their self-titled album 'Vivre à en crever'. The song combines rock, pop, indie, and alternative elements with powerful female vocals, which aligns with your preferences. It was released in 2009 and could provide a unique touch to your video.",Vivre à en crever,Mozart Opera Rock,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2882,1yNEohtQSW8,1yNEohtQSW8_OBsuZx3xPcQ,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to include some elements of Mozart Opera Rock's style in the music. I'm particularly interested in their rock and alternative components, as well as female vocals.","In that case, I would recommend 'Vivre à en crever' by Mozart Opera Rock. This track is from their album 'Vivre à en crever' and offers a beautiful blend of rock, pop, and indie genres. The lyrics are written by Mozart Opera Rock and the music is composed by Mozart Opera Rock and Jean-Pierre Langlois. The song has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood that would be perfect for your video.","Allow me to recommend 'Vivre à en crever' by Mozart Opera Rock. It's a track from their self-titled album 'Vivre à en crever'. The song combines rock, pop, indie, and alternative elements with powerful female vocals, which aligns with your preferences. It was released in 2009 and could provide a unique touch to your video.",Vivre à en crever,Mozart Opera Rock,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2896,j-2iakRCM3E,j-2iakRCM3E_wv7vo8dz4hg,original,"That sounds great, I like the rock and alternative types in your music recommendations. But I would like to incorporate a bit more of heavy metal components, as well as punk influences.","That sounds great, I like the rock and alternative types in your music recommendations. But I would like to incorporate a bit more of heavy metal components, as well as punk influences.","Allow me to recommend 'The Last Song' by The Last Song. It's a track from their album 'The Last Song'. It combines elements of heavy metal, punk, and rock with fast-paced guitar and drums. It was recorded in 2011 and has a unique sound that could be a fitting choice for your video.","Allow me to recommend 'Julmedley 2012 - The Kennedy Curse'. It's a metal track with heavy metal and punk influences. Although I couldn't find specific details about the album or artists, this track matches your desired style with its elements of rock, heavy metal, and punk. It could provide the intense and powerful sound you're looking for in your video.",,,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2896,j-2iakRCM3E,j-2iakRCM3E_wv7vo8dz4hg,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, I like the rock and alternative types in your music recommendations. But I would like to incorporate a bit more of heavy metal components, as well as punk influences.","In that case, I recommend 'I'm A Believer' by The Monkees. This track is a cover of the original song and it falls under the genres of rock, metal, punk, and alternative. It has a fast-paced and energetic sound with electronic elements, which aligns well with your preferences.","Allow me to recommend 'Julmedley 2012 - The Kennedy Curse'. It's a metal track with heavy metal and punk influences. Although I couldn't find specific details about the album or artists, this track matches your desired style with its elements of rock, heavy metal, and punk. It could provide the intense and powerful sound you're looking for in your video.",,,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2896,j-2iakRCM3E,j-2iakRCM3E_wv7vo8dz4hg,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, I like the rock and alternative types in your music recommendations. But I would like to incorporate a bit more of heavy metal components, as well as punk influences.",I suggest you consider the track 'Lyrical Piano Background Music - 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Allow me to recommend 'Julmedley 2012 - The Kennedy Curse'. It's a metal track with heavy metal and punk influences. Although I couldn't find specific details about the album or artists, this track matches your desired style with its elements of rock, heavy metal, and punk. It could provide the intense and powerful sound you're looking for in your video.",,,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2897,51UTOkFidXQ,51UTOkFidXQ_OdEiMr-oOIs,original,"That sounds great, but I would like to incorporate a bit more of Uniqplan's electronic and dance elements. I'm also interested in their indie and pop influences.","That sounds great, but I would like to incorporate a bit more of Uniqplan's electronic and dance elements. I'm also interested in their indie and pop influences.","Allow me to recommend 'This Makes Sense' by Uniqplan. It's a track from their album 'This Makes Sense'. It combines elements of electronic, dance, indie, and pop genres. The song has a fast-paced and energetic sound that could be a fitting choice for your video.","Allow me to recommend 'This Makes Sense' by Uniqplan. It's a track from their album 'This Makes Sense'. It combines elements of electronic, pop, and rock with indie and dance influences. This song could add a catchy and upbeat vibe to your video.",This Makes Sense,Uniqplan,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2897,51UTOkFidXQ,51UTOkFidXQ_OdEiMr-oOIs,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to incorporate a bit more of Uniqplan's electronic and dance elements. I'm also interested in their indie and pop influences.","In that case, I recommend 'This Makes Sense' by Uniqplan. This track is from their album 'This Makes Sense' and it perfectly fits your preferences. It has a catchy electronic sound with elements of rock and indie. The song has a fast tempo and a bright mood, making it ideal for a dance or pop video.","Allow me to recommend 'This Makes Sense' by Uniqplan. It's a track from their album 'This Makes Sense'. It combines elements of electronic, pop, and rock with indie and dance influences. This song could add a catchy and upbeat vibe to your video.",This Makes Sense,Uniqplan,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2897,51UTOkFidXQ,51UTOkFidXQ_OdEiMr-oOIs,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to incorporate a bit more of Uniqplan's electronic and dance elements. I'm also interested in their indie and pop influences.","Allow me to recommend 'This Makes Sense' by Uniqplan. It's a track from their album 'This Makes Sense'. The song combines elements of rock, indie, and electronic genres with a touch of pop. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video.","Allow me to recommend 'This Makes Sense' by Uniqplan. It's a track from their album 'This Makes Sense'. It combines elements of electronic, pop, and rock with indie and dance influences. This song could add a catchy and upbeat vibe to your video.",This Makes Sense,Uniqplan,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2921,u_zXJNChISs,u_zXJNChISs_A_f5bbd7TaI,original,"That sounds good, but I would like to incorporate a bit more of Lisa Caruso's style, especially her indie and folk elements. I'm also interested in slow and female vocals.","That sounds good, but I would like to incorporate a bit more of Lisa Caruso's style, especially her indie and folk elements. I'm also interested in slow and female vocals.","Allow me to recommend 'I Will Be' by Lisa Caruso. It's a track from her album 'I Will Be'. It combines elements of indie, folk, and pop with slow and female vocals. This song could be a fitting choice for your video.","Allow me to recommend 'I Will Be' by Lisa Caruso. It's a track with indie, rock, and pop influences that could be a fitting choice for your video. The song features female vocals and a slower tempo, which aligns with the style and mood you're looking for.",I Will Be,Lisa Caruso,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2921,u_zXJNChISs,u_zXJNChISs_A_f5bbd7TaI,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I would like to incorporate a bit more of Lisa Caruso's style, especially her indie and folk elements. I'm also interested in slow and female vocals.","In that case, I would recommend 'I Will Be' by Lisa Caruso. This track has a pop and electronic sound with female vocals. It has a bright and energetic vibe that would be perfect for your video.","Allow me to recommend 'I Will Be' by Lisa Caruso. It's a track with indie, rock, and pop influences that could be a fitting choice for your video. The song features female vocals and a slower tempo, which aligns with the style and mood you're looking for.",I Will Be,Lisa Caruso,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2921,u_zXJNChISs,u_zXJNChISs_A_f5bbd7TaI,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I would like to incorporate a bit more of Lisa Caruso's style, especially her indie and folk elements. I'm also interested in slow and female vocals.","Allow me to recommend 'I Will Be' by Lisa Caruso. It's a track from her album 'I Will Be'. The song combines elements of pop, indie, and rock with a focus on female vocals. It has a slow tempo and a soft acoustic texture, which can create a gentle and sentimental mood for your video.","Allow me to recommend 'I Will Be' by Lisa Caruso. It's a track with indie, rock, and pop influences that could be a fitting choice for your video. The song features female vocals and a slower tempo, which aligns with the style and mood you're looking for.",I Will Be,Lisa Caruso,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2926,t_DEpHCTR6k,t_DEpHCTR6k_Ar5KROYxrI4,original,"That sounds great, but I would like to include some elements of Mr. G Reality's style in my video. I'm interested in hip-hop, pop, and soul genres, as well as female vocals.","That sounds great, but I would like to include some elements of Mr. G Reality's style in my video. I'm interested in hip-hop, pop, and soul genres, as well as female vocals.","Allow me to recommend 'My Story' by Mr. G Reality. It's a track from his album 'My Story'. The song combines elements of hip-hop, pop, and soul with female vocals. It was released in 2012 and has a powerful and emotional vibe that could be a fitting choice for your video.","Let me recommend 'My Story' by Mr. G Reality featuring Cortney Marie and King Keleze. It's a track from their album 'King Solomon'. This song combines elements of hip-hop, pop, and rock with female vocals and soulful vibes. It was released by Rock Garden Studio.",My Story,Mr,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2926,t_DEpHCTR6k,t_DEpHCTR6k_Ar5KROYxrI4,cf_upbeat_electronic,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to include some elements of Mr. G Reality's style in my video. I'm interested in hip-hop, pop, and soul genres, as well as female vocals.","In that case, I would recommend 'My Story' by Mr. This track combines elements of Hip-Hop, electronic, pop, and rock genres. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel.","Let me recommend 'My Story' by Mr. G Reality featuring Cortney Marie and King Keleze. It's a track from their album 'King Solomon'. This song combines elements of hip-hop, pop, and rock with female vocals and soulful vibes. It was released by Rock Garden Studio.",My Story,Mr,0,prompt_text_changed_only_precomputed_text_feature_unchanged
2926,t_DEpHCTR6k,t_DEpHCTR6k_Ar5KROYxrI4,cf_lyrical_piano,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to include some elements of Mr. G Reality's style in my video. I'm interested in hip-hop, pop, and soul genres, as well as female vocals.","In that case, I recommend 'My Story' by Mr. This track combines elements of Hip-Hop, pop, and rock with a touch of electronic and indie influences. It features lyrical piano and has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood that will perfectly complement your video.","Let me recommend 'My Story' by Mr. G Reality featuring Cortney Marie and King Keleze. It's a track from their album 'King Solomon'. This song combines elements of hip-hop, pop, and rock with female vocals and soulful vibes. It was released by Rock Garden Studio.",My Story,Mr,0,prompt_text_changed_only_precomputed_text_feature_unchanged
