sample_idx,video_id,gt_music_id,preference_variant,positive_hits,negative_hits,n_positive_hits,n_negative_hits,alignment_score,is_aligned,has_conflict,ESS_from_original,generated_text
1685,d1rpgmfOVMg,d1rpgmfOVMg_lqjqZgHn050,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;rhythm,,8,0,8,1,0,0.7,"In that case, I recommend 'Dynamite' by Taio Cruz featuring Britney Spears. This track is a perfect fit for your preferences, as it combines electronic, dance, and pop elements with a fast-paced rhythm and energetic beats. It has a modern dance and pop feel that will add a vibrant and lively atmosphere to your video."
1685,d1rpgmfOVMg,d1rpgmfOVMg_lqjqZgHn050,cf_lyrical_piano,acoustic;slow,dance;electronic,2,2,0,0,1,0.6417910447761195,"Allow me to recommend 'I Can Be' by Taio Cruz featuring Britney Spears. It's a track from their album 'I Can Be'. This song combines elements of pop, dance, and electronic music with a touch of rock. It features Taio Cruz's distinctive vocals and Britney Spears' powerful presence. The lyrics are about finding love and the music has a slow tempo with a soothing acoustic texture. It's a perfect choice for your video."
1689,SCJrvPr92u4,SCJrvPr92u4_-ey67-zHusQ,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.6724137931034483,"In that case, I recommend 'My Queen' by YT Man. This track combines elements of pop, Hip-Hop, electronic, and rock genres. It has a fast-paced and energetic sound with a bright mood and clear rhythm. It's perfect for creating a modern dance or pop feeling in your video."
1689,SCJrvPr92u4,SCJrvPr92u4_-ey67-zHusQ,cf_lyrical_piano,emotional;lyrical;piano;slow,hip-hop,4,1,3,1,1,0.5555555555555556,"Allow me to recommend 'My Queen' by YT Man. It's a track from his album 'My Queen'. The song combines elements of Hip-Hop, pop, and rock with a touch of R&B. It has a slow tempo and features lyrical piano, which can create a soothing and emotional atmosphere for your video."
1698,lgBOgKr-HJo,lgBOgKr-HJo_tA5vcZ7CJyI,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm;tempo,,7,0,7,1,0,0.6440677966101696,"In that case, I recommend 'Bacchanalist' by Kerwin Du Bois. This track is from the album 'Bacchanalist' and offers a blend of electronic, pop, and dance genres. It has a fast tempo and a clear rhythm, which will create an energetic and modern dance vibe for your video."
1698,lgBOgKr-HJo,lgBOgKr-HJo_tA5vcZ7CJyI,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic,6,1,5,1,1,0.49122807017543857,"Allow me to recommend 'Bacchanalist' by Kerwin Du Bois. It's a track from his album 'Bacchanalist'. The song combines elements of pop, rock, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
1713,8n1M2_OuoEo,8n1M2_OuoEo_ylt23Hk65kM,cf_upbeat_electronic,dance;electronic;energetic;pop;rhythm;tempo,,6,0,6,1,0,0.7611940298507462,"In that case, I recommend 'Latinoamérica Patea (Para la Tuerka Rap)' by Los Hijos De Los Días. This track combines elements of Hip-Hop, electronic, pop, dance, and rock, creating a vibrant and energetic sound. It has a fast tempo and a clear rhythm that will add excitement to your video."
1713,8n1M2_OuoEo,8n1M2_OuoEo_ylt23Hk65kM,cf_lyrical_piano,acoustic;sentimental;slow,electronic;hip-hop,3,2,1,1,1,0.6451612903225806,"Allow me to recommend 'Los Hijos De Los Días' by Los Hijos De Los Días. It's a track from their album 'Los Hijos De Los Días'. The song combines elements of Hip-Hop, pop, and rock with electronic and indie influences. It has a slow tempo and a soothing acoustic texture, which can create a relaxing and sentimental atmosphere for your video."
1753,dfMrsrzxZxc,dfMrsrzxZxc_FL9Vv_mEwN8,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.41860465116279066,"In that case, I recommend 'Why Me' by Krizz Kaliko. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a catchy rhythm that will create an energetic and modern dance vibe for your video."
1753,dfMrsrzxZxc,dfMrsrzxZxc_FL9Vv_mEwN8,cf_lyrical_piano,acoustic;calm;lyrical;piano;sentimental;slow,hip-hop,6,1,5,1,1,0.6833333333333333,"Allow me to recommend 'Why Me' by Krizz Kaliko. It's a track from his album 'Kickin' Rhymes'. The song combines elements of Hip-Hop, R&B, and pop with a slow tempo and a soothing acoustic sound. It has a lyrical piano background and a calm, sentimental mood that could be a fitting choice for your video."
1801,psmUG8X-xVo,psmUG8X-xVo_TzzA6SX0LD0,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.6086956521739131,"In that case, I recommend 'Deri Kur Ma-3957' by Alba G. This track combines elements of Hip-Hop, pop, electronic, and dance genres. It has a fast-paced beat and a catchy rhythm that will give your video a lively and energetic feel."
1801,psmUG8X-xVo,psmUG8X-xVo_TzzA6SX0LD0,cf_lyrical_piano,acoustic;calm;emotional;gentle;lyrical;melody;piano;sentimental;slow;soft,electronic;hip-hop,10,2,8,1,1,0.65625,"I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'Deri Kur Ma-3957' by Alba G. It's a track that falls under the genres of Hip-Hop, pop, and R&B with electronic and rock influences. The song has a slow tempo and features a piano-driven sound with a touch of guitar. It's a perfect choice for creating a soothing and emotional atmosphere in your video."
1835,i14CO18tEJA,i14CO18tEJA_wyDJKPE1cII,cf_upbeat_electronic,beat;bright;electronic;pop,,4,0,4,1,0,0.6599999999999999,"In that case, I recommend 'Sunshine' by Snoop Dogg. This track combines elements of Hip-Hop, electronic, rock, and pop genres. It has a fast-paced beat and a bright mood that will add energy to your video."
1835,i14CO18tEJA,i14CO18tEJA_wyDJKPE1cII,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.746031746031746,"I suggest checking out 'L'amour est un oiseau' by M.A.R.S. It's a track from their album 'L'amour est un oiseau'. This song combines elements of Hip-Hop, electronic, and rock with a touch of jazz and indie influences. It has a slow tempo and a soothing acoustic texture that can create a calm and sentimental atmosphere for your video."
1861,mjpjzg8cPbk,mjpjzg8cPbk_P0OCoCCMsUc,cf_upbeat_electronic,dance;electronic;energetic;modern;pop,,5,0,5,1,0,0.5454545454545454,"In that case, I would recommend 'We Stand (Live)' by Jesus Culture feat. This track is part of the album 'We Cry Out: The Worship Project' and offers a powerful and energetic live performance. It falls under the genres of rock, indie, alternative, and pop, with electronic elements that give it a modern and danceable feel."
1861,mjpjzg8cPbk,mjpjzg8cPbk_P0OCoCCMsUc,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,,7,0,7,1,0,0.5333333333333333,"Allow me to recommend 'We Stand' by Jesus Culture feat. It's a track from their album 'We Cry Out'. This song combines elements of rock, pop, and alternative genres with a focus on lyrical piano. It has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood that could be a perfect fit for your video."
1896,kt2lmbNPFk4,kt2lmbNPFk4_C5PUb0hCtj4,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5740740740740741,"In that case, I recommend 'Keep Your Head Down' by 동방신기 (TVXQ; 5). This track is from their album 'Keep Your Head Down' and offers the perfect blend of electronic, dance, and pop genres. It has a fast-paced rhythm and a catchy beat that will give your video a lively and energetic feel."
1896,kt2lmbNPFk4,kt2lmbNPFk4_C5PUb0hCtj4,cf_lyrical_piano,acoustic;piano;sentimental;soft,beat;electronic;energetic;hip-hop,4,4,0,0,1,0.5689655172413793,"In that case, I recommend 'Keep Your Head Down' by 동방신기 (TVXQ; 5). This track combines elements of Hip-Hop, pop, electronic, and rock genres. It has a fast-paced beat and energetic vocals, but it also has a softer side with a touch of acoustic and piano elements. It's a perfect choice for creating a relaxing and sentimental atmosphere in your video."
1897,bTOju_n8BJ4,bTOju_n8BJ4_ym5bIhHJvM4,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.5800000000000001,"In that case, I recommend 'My life is mine' by Miriam Reyes. This track is a dance and electronic song with a pop and house influence. It has a fast tempo and a catchy beat that will create an energetic and modern atmosphere for your video."
1897,bTOju_n8BJ4,bTOju_n8BJ4_ym5bIhHJvM4,cf_lyrical_piano,acoustic;piano;sentimental;slow,dance;electronic,4,2,2,1,1,0.6896551724137931,"Allow me to recommend 'My life is mine' by Miriam Reyes. It's a track from her album 'My life is mine'. The song combines elements of pop, dance, and electronic music with a touch of rock. It has a slow tempo and features a piano and acoustic guitar, creating a soothing and sentimental atmosphere."
1919,8lC-j7d9vsA,8lC-j7d9vsA_xD52EgezbI8,cf_upbeat_electronic,bright;electronic;energetic;pop;tempo,,5,0,5,1,0,0.6458333333333333,"In that case, I would recommend 'NO WONDER' by VIKN×SPERB. This track combines elements of Hip-Hop, electronic, rock, and pop, creating a unique and energetic sound. It has a fast tempo and a bright mood that will add excitement to your video."
1919,8lC-j7d9vsA,8lC-j7d9vsA_xD52EgezbI8,cf_lyrical_piano,lyrical;piano,electronic;hip-hop,2,2,0,0,1,0.7857142857142857,"I suggest checking out 'NO WONDER' by VIKN×SPERB. Although I don't have much information about this track, it falls under the genres of Hip-Hop, rock, electronic, and indie, which align with your preferences. It may have the lyrical piano elements you're looking for."
1950,XS7C6uA8H7Y,XS7C6uA8H7Y_-xufahb_Szs,cf_upbeat_electronic,dance;electronic;modern;pop;rhythm,,5,0,5,1,0,0.6727272727272727,"Allow me to recommend 'Planos impossiveis' by Manu Gavassi. It's a track from his album 'Planos impossiveis'. This song combines elements of pop, rock, and electronic music with a touch of indie and dance influences. It has a fast-paced rhythm and a modern sound that could be a fitting choice for your video."
1950,XS7C6uA8H7Y,XS7C6uA8H7Y_-xufahb_Szs,cf_lyrical_piano,emotional;slow,,2,0,2,1,0,0.6923076923076923,"Allow me to recommend 'Planos impossiveis' by Manu Gavassi. It's a track from his album 'Planos impossiveis'. The song combines elements of pop, rock, and indie with a touch of country. It features female vocals and has a slow tempo, which creates a soothing and emotional atmosphere."
2011,FVVJNFvoRNg,FVVJNFvoRNg_YAkJaQTIZts,cf_upbeat_electronic,bright;dance;electronic;energetic;pop,,5,0,5,1,0,0.5882352941176471,"In that case, I recommend 'Blow' by Land Lord. This track has a fast-paced electronic sound with elements of Hip-Hop, dance, and pop. It has a bright and energetic vibe that will add excitement to your video."
2011,FVVJNFvoRNg,FVVJNFvoRNg_YAkJaQTIZts,cf_lyrical_piano,acoustic;calm;emotional;gentle;lyrical;melody;piano;sentimental;slow;soft,,10,0,10,1,0,0.8732394366197183,"Allow me to recommend 'Lyrical Piano Background Music'. It's a track with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. Although there is no specific information about the track, it aligns well with your preferences for a relaxing and emotional atmosphere."
2014,3t8sLQEPY0o,3t8sLQEPY0o_aoGA3sc0aMA,cf_upbeat_electronic,dance;electronic;energetic;pop,,4,0,4,1,0,0.65,"In that case, I recommend 'Dead!' by My Chemical Romance. This track is from their album 'Dead!'. It falls under the genres of rock, alternative, and indie with electronic influences. The song has a fast-paced and energetic vibe, perfect for a dance or pop video."
2014,3t8sLQEPY0o,3t8sLQEPY0o_aoGA3sc0aMA,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,,6,0,6,1,0,0.609375,"Allow me to recommend 'I'm Not Okay (I Promise)' by My Chemical Romance. It's a track from their album 'I'm Not Okay (I Promise)'. The song combines elements of rock, indie, and alternative with a slow tempo and a soothing acoustic sound. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
2058,btRS8oEZTps,btRS8oEZTps_fjJdFm0fj-o,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop,,6,0,6,1,0,0.5098039215686274,"In that case, I recommend 'It's Going Down' by Young Bam feat;. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
2058,btRS8oEZTps,btRS8oEZTps_fjJdFm0fj-o,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.5263157894736843,"Allow me to recommend 'It's Going Down' by Young Bam feat;. This track combines elements of Hip-Hop, electronic, and rock genres with a touch of R&B. It has a slow tempo and a lyrical piano background that creates a soothing and emotional atmosphere. The song was released in 2014 and is available on iTunes."
2060,vJ4se76h4pg,vJ4se76h4pg_E4o8oOlzTAQ,cf_upbeat_electronic,beat;beats;electronic;energetic;modern;rhythm,,6,0,6,1,0,0.7538461538461538,"In that case, I would recommend 'Sin Ti' by Los Pirañas. This track is from their album 'Sin Ti' and offers a perfect blend of rock, indie, and electronic genres. It has a fast-paced rhythm and energetic beats that will give your video a lively and modern feel."
2060,vJ4se76h4pg,vJ4se76h4pg_E4o8oOlzTAQ,cf_lyrical_piano,acoustic;piano;slow,,3,0,3,1,0,0.4545454545454546,"Allow me to recommend 'Sin Ti' by Los Pinguinos. It's a track from their album 'Sin Ti'. The song combines elements of rock, indie, and alternative with a focus on guitar and piano. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video."
2072,yCBk4C1_90A,yCBk4C1_90A_35Ke6zvmb4k,cf_upbeat_electronic,dance;electronic;pop;rhythm;tempo,,5,0,5,1,0,0.6226415094339622,"In that case, I recommend 'Run the World (Girls) [Remix]' by Beyoncé. This track is a remix of the original song and features a mix of electronic, dance, pop, and rock elements. It has a fast tempo and a catchy rhythm that will add energy to your video."
2072,yCBk4C1_90A,yCBk4C1_90A_35Ke6zvmb4k,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,dance;electronic,6,2,4,1,1,0.5636363636363637,"Allow me to recommend 'Run the World (Girls)'. It's a track from Beyoncé's album 'Run the World (Girls)'. The song combines elements of pop, dance, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
2088,ZRntURxcjYg,ZRntURxcjYg_dapK0eqVQQU,cf_upbeat_electronic,beat;beats;dance;energetic;modern;rhythm,,6,0,6,1,0,0.6166666666666667,"In that case, I would recommend 'The Way I Am' by Ana Johnsson. This track is from her album 'The Way I Am' and it perfectly fits your preferences. It has a rock and indie sound with alternative and punk influences. The song has a fast-paced rhythm and energetic beats, which will give your video a modern and danceable feel."
2088,ZRntURxcjYg,ZRntURxcjYg_dapK0eqVQQU,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.4385964912280702,"Allow me to recommend 'The Way I Am' by Ana Johnsson. It's a track from her album 'The Way I Am'. This song combines elements of rock, indie, and alternative with a touch of pop. It has a slow tempo and features lyrical piano, which aligns well with your preferences. The song has a soothing and emotional vibe that could be a perfect fit for your video."
2116,i8bWAIOD5Mc,i8bWAIOD5Mc__BnNJkJUDbQ,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo,,6,0,6,1,0,0.5471698113207547,"In that case, I recommend 'HotBoy' by YAMAMAS featuring Baby King. This track combines elements of Hip-Hop, electronic, dance, pop, and electro genres. It has a fast tempo and a catchy beat that will give your video a lively and energetic feel."
2116,i8bWAIOD5Mc,i8bWAIOD5Mc__BnNJkJUDbQ,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.7014925373134329,"Allow me to recommend 'Love Me' by The-Dream featuring Drake. It's a track from The-Dream's album 'Love Me'. The song combines elements of Hip-Hop, electronic, and pop with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
2172,sBTkevwy9xo,sBTkevwy9xo_i8Q6ZmEVZxI,cf_upbeat_electronic,dance;electronic;modern;rhythm,,4,0,4,1,0,0.631578947368421,"In that case, I recommend 'Warriors' by Imagine Dragons. This track is from their album 'Warriors' and offers a perfect blend of rock, electronic, and indie genres. It has a fast-paced rhythm and a modern dance vibe that will add energy to your video."
2172,sBTkevwy9xo,sBTkevwy9xo_i8Q6ZmEVZxI,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic,4,1,3,1,1,0.5263157894736843,"Allow me to recommend 'Warriors' by Imagine Dragons. It's a track from their album 'Warriors'. The song combines elements of rock, indie, and alternative with a touch of electronic and pop. It has a slow tempo and features lyrical piano, which can create a soothing and emotional atmosphere for your video."
2176,3LJM-jE1ms4,3LJM-jE1ms4_A84hNilKxFM,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6041666666666667,"In that case, I recommend 'Go Girl' by Frank Nitt. This track combines elements of Hip-Hop, electronic, R&B, pop, and dance genres. It has a fast-paced beat and a bright mood that will add energy to your video."
2176,3LJM-jE1ms4,3LJM-jE1ms4_A84hNilKxFM,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.6140350877192983,"Allow me to recommend 'Go Girl' by Frank Nitt. It's a track from his album 'Go Girl'. The song combines elements of Hip-Hop, R&B, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
2216,GavrpKnU4Hc,GavrpKnU4Hc_T7QYuPMt_68,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;tempo,,8,0,8,1,0,0.7096774193548387,"In that case, I would recommend 'Complex 2003' by Video Clip Band Indie Banjarmasin. This track has a rock, indie, and alternative sound with elements of pop and electronic music. It has a fast tempo and energetic beats that will give your video a modern and danceable feel."
2216,GavrpKnU4Hc,GavrpKnU4Hc_T7QYuPMt_68,cf_lyrical_piano,lyrical;piano;sentimental;slow,,4,0,4,1,0,0.5901639344262295,"Allow me to recommend 'Complex 2003' by Video Clip Band Indie Banjarmasin. It's a track from their album 'Complex 2003'. This song combines elements of rock, indie, and alternative with a touch of pop. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
2223,gZ4g2c5vZec,gZ4g2c5vZec_-c_1948S2sA,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.5,"In that case, I would recommend 'Hősök' by Eckü and Mentha from the album 'Az Offline bemutatja: Eckü + Mentha (Hősök)'. This track combines elements of Hip-Hop, electronic, pop, and dance genres, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that would be perfect for your video."
2223,gZ4g2c5vZec,gZ4g2c5vZec_-c_1948S2sA,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.49122807017543857,"I recommend 'Hősök' by Eckü and Mentha. It's a track from their album 'Az Offline bemutatja: Eckü + Mentha (Hősök)'. The song combines elements of Hip-Hop, electronic, and rock with a touch of pop. It has a slow tempo and a soothing acoustic sound that can create a calm and sentimental atmosphere for your video."
2233,bZoYYIslJUU,bZoYYIslJUU_lS16wHO4z9Y,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.7192982456140351,"In that case, I would recommend 'Ballin' by Yung L. This track has a catchy electronic beat and a modern dance or pop feel. It's perfect for creating an energetic and vibrant atmosphere in your video."
2233,bZoYYIslJUU,bZoYYIslJUU_lS16wHO4z9Y,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,electronic;hip-hop,9,2,7,1,1,0.5714285714285714,"Allow me to recommend 'Lyrical Piano'. It's a track that combines elements of Hip-Hop, electronic, and R&B with a slow tempo and a soft acoustic texture. The song has a gentle melody and a calm sentimental mood, which could be a fitting choice for your video."
2242,sCbKPeDTPVU,sCbKPeDTPVU_IHuI6bHQzAo,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.6538461538461539,"In that case, I recommend 'Caked Up' by ANAK. This track combines elements of Hip-Hop, R&B, pop, and electronic music. It has a catchy beat and a modern dance vibe that will add energy to your video."
2242,sCbKPeDTPVU,sCbKPeDTPVU_IHuI6bHQzAo,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.7727272727272727,"Allow me to recommend 'Caked Up' by ANAK. It's a track from their album 'Caked Up'. The song combines elements of Hip-Hop, R&B, pop, and electronic genres. It has a slow tempo and features lyrical piano, which creates a soothing and emotional atmosphere. The track was released in 2013 and is available on iTunes."
2254,Fr2ZASMNaa0,Fr2ZASMNaa0_fQZL6kaJav0,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.7678571428571428,"In that case, I would recommend 'Fogo' by MC Guime. This track has a hip-hop and electronic sound with elements of pop and rock. It has a fast-paced beat and a modern dance vibe that will give your video a lively and energetic feel."
2254,Fr2ZASMNaa0,Fr2ZASMNaa0_fQZL6kaJav0,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.8275862068965517,I recommend 'Fogo' by MC Gui. It's a track with lyrical piano background music and a slow tempo. The song has a soft acoustic texture and a gentle melody that creates a calm and sentimental mood. It's a perfect choice for your video.
2316,Z9ry7JQTl6g,Z9ry7JQTl6g_lHhZJeHP7Ac,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,9,0,9,1,0,0.6774193548387097,"In that case, I recommend 'HAPPY' by Pharrell Williams. This track is a perfect fit for your video as it combines elements of pop, dance, electronic, and rock genres. It has a catchy and upbeat electronic sound with a bright mood and clear rhythm. It's a modern dance and pop track that will bring a lively and energetic vibe to your video."
2316,Z9ry7JQTl6g,Z9ry7JQTl6g_lHhZJeHP7Ac,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.6071428571428572,"Allow me to recommend 'HAPPY' by Pharrell Williams. It's a track from his album 'HAPPY'. The song combines elements of pop, rock, and soul with a touch of jazz. It features lyrical piano and has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood."
2322,xNEbC01UF2g,xNEbC01UF2g_NYIdJk05pkw,cf_upbeat_electronic,dance;electronic;pop;rhythm,melody,4,1,3,1,1,0.728813559322034,"Allow me to recommend 'Honey Bee' by Blake Shelton. It's a track from his album 'Honey Bee'. This song combines elements of rock, pop, and country with a touch of electronic and dance influences. It has a fast-paced rhythm and a catchy melody that could be a fitting choice for your video."
2322,xNEbC01UF2g,xNEbC01UF2g_NYIdJk05pkw,cf_lyrical_piano,acoustic;sentimental;slow,,3,0,3,1,0,0.7241379310344828,"Allow me to recommend 'Honey Bee' by Blake Shelton. It's a track from his album 'Honey Bee'. The song combines elements of rock, pop, and country with a slow tempo and acoustic guitar. It has a soothing and sentimental vibe that could be a perfect fit for your video."
2325,gHavEbG_MWg,gHavEbG_MWg_BkB1s1VJe44,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.6491228070175439,"In that case, I recommend 'Round4round' by BELAIR. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast tempo and a catchy beat that will create an energetic and modern dance vibe for your video."
2325,gHavEbG_MWg,gHavEbG_MWg_BkB1s1VJe44,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.6551724137931034,Allow me to recommend 'Round4round' by BELAIR. It's a track with lyrical piano background music and a slow tempo. The song has a soft acoustic texture and a gentle melody that creates a calm and sentimental mood. It's a perfect choice for your video.
2334,UmBiLFFCJH8,UmBiLFFCJH8_ZLlampP29nk,cf_upbeat_electronic,electronic;energetic,,2,0,2,1,0,0.6785714285714286,"In that case, I would recommend 'Slag Heaps' by The Town Heroes. This track is from their album 'Slag Heaps' and it perfectly fits your preferences. It has a rock and indie sound with electronic elements, creating a unique and energetic atmosphere. The song was released in 2012 and is part of the album 'Slag Heaps'."
2334,UmBiLFFCJH8,UmBiLFFCJH8_ZLlampP29nk,cf_lyrical_piano,acoustic;gentle;piano;sentimental;slow;soft,,6,0,6,1,0,0.5357142857142857,"Allow me to recommend 'Slag Heaps' by The Town Heroes. It's a track from their album 'Slag Heaps'. The song combines elements of rock, indie, and alternative with a focus on guitar and piano. It has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood that could be a fitting choice for your video."
2368,pQdbNvEAmo0,pQdbNvEAmo0_GOkwlQbLNiM,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.676923076923077,"In that case, I recommend 'Summertime Sadness' by Lana Del Rey. This track is a perfect fit for your video as it combines electronic, pop, and rock elements with a female vocalist. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling."
2368,pQdbNvEAmo0,pQdbNvEAmo0_GOkwlQbLNiM,cf_lyrical_piano,emotional;melody;piano;sentimental;slow,,5,0,5,1,0,0.7540983606557377,"In that case, I recommend 'Summertime Sadness' by Lana Del Rey. This track has a beautiful and emotional piano melody that creates a slow and soothing atmosphere. It's perfect for creating a sentimental mood in your video."
2378,2WzHhtkF8JM,2WzHhtkF8JM_0Y1v5HCWz6M,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.625,"In that case, I recommend '이러쿵 저러쿵' by F-ve Dolls. This track is from their album 'F-ve Dolls 1st Mini Album' and offers a perfect blend of electronic, dance, and pop genres. It has a catchy beat and a bright mood that will add energy to your video."
2378,2WzHhtkF8JM,2WzHhtkF8JM_0Y1v5HCWz6M,cf_lyrical_piano,acoustic;slow,dance;electronic,2,2,0,0,1,0.6607142857142857,"Allow me to recommend 'I Love You' by 2AM. It's a track from their album '2010 2AM 1st Mini Album'. The song combines elements of pop, dance, and electronic genres with a focus on female vocals. It has a slow tempo and a soothing acoustic texture that could be a fitting choice for your video."
2446,wWCZ65xE-7c,wWCZ65xE-7c_mLg_eN8JPzo,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.6666666666666667,"In that case, I recommend 'Dashie Pon Dem' by W. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast-paced beat and a modern dance or pop feel that will add energy to your video."
2446,wWCZ65xE-7c,wWCZ65xE-7c_mLg_eN8JPzo,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic;hip-hop,4,3,1,1,1,0.5490196078431373,"Allow me to recommend 'Dashie Pon Dem' by W. It's a track from the album 'Dashie Pon Dem'. This song combines elements of Hip-Hop, electronic, dance, pop, and R&B. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
2449,JknekAM8pY4,JknekAM8pY4_FAi1atXAKHo,cf_upbeat_electronic,beat;beats;dance;energetic;modern;rhythm,,6,0,6,1,0,0.7254901960784313,"In that case, I recommend '從頭開始' by 謝霆鋒. This track is from the album '從頭開始' and offers a perfect blend of rock, indie, and alternative genres. It has a fast-paced rhythm and energetic beats that will give your video a modern and danceable feel."
2449,JknekAM8pY4,JknekAM8pY4_FAi1atXAKHo,cf_lyrical_piano,acoustic;slow,,2,0,2,1,0,0.5,"Allow me to recommend '寂寞的旅程' by 謝霆鋒. It's a track from his album '寂寞的旅程'. The song combines elements of rock, indie, and alternative with a slow tempo and acoustic guitar. It has a soothing and melancholic vibe that could be a fitting choice for your video."
2455,gRKzFMRviAs,gRKzFMRviAs_qbZBq5WNw3k,cf_upbeat_electronic,dance;electronic;modern;pop;rhythm,,5,0,5,1,0,0.5932203389830508,"In that case, I recommend 'Gasoline (Ballad Version)' by Britney Spears. This track is from the album 'Gasoline' and offers a beautiful blend of electronic, dance, pop, and rock genres. It has a captivating rhythm and a modern dance vibe that will add energy to your video."
2455,gRKzFMRviAs,gRKzFMRviAs_qbZBq5WNw3k,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,dance;electronic,6,2,4,1,1,0.578125,"Allow me to recommend 'Gasoline (Ballad Version)' by Britney Spears. It's a track from her album 'Gasoline'. This song combines elements of pop, dance, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
